experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	cueType	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	13 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	W 	W 	1.0 	4 	0 	0.0 	DABWNXYORJZFPSULHVCTGEMQIK	GNOPBQCJAXZTYEWKVMLRHUFSID	OHGEVSTCUZXYFWIRQPBLJMKAND	QFDTJZXYUBKENLVWSPROGCHMAI	JLKQYIXTRUWZCVOSNEBGMADPFH	WAMFGXOJCTHSNDKRBPZLIQVUEY	0
main	14 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	Q 	C 	0.0 	1 	0 	2.0 	MFXJURYVZDQSPCAWNBTHELGOIK	UZJYNWECPQISRBXVOGTKHMLDAF	-99	-99	-99	-99	0
main	15 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	D 	S 	0.0 	1 	0 	2.0 	YCGJWNBEVODAUTHZMFIPXSLRQK	QHRJOMWSPDBKXVFYGCZLIENATU	GAMQYNCSOPKDVUZHLJRFBXTWEI	PAXYLBDFMZCKNVIOGWHSQTRJUE	VENGPKIYRDXBATHWCLQMSOJFZU	NZCOXJYLABUITMKDRHGSQVEWFP	0
main	16 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	V 	P 	0.0 	3 	0 	8.0 	GFPDLVMWKQSIXOCUTZEYRANHJB	FNVTQMALDSBZYRKEXGHJIUOPCW	JEALXDVHOKYBFZQUNSMRIPWCGT	MAKIJUBOHCPDNYGWXQVLTREFZS	EHJBKNTWLSUZOFYCIXPVDMRGQA	PQOGRDLJZKENMXSBVHYIWUATFC	0
main	17 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	B 	I 	0.0 	0 	0 	4.0 	WXTRJFMCGIPVABDSKNUHQOYZLE	AFJDLXKCUBZQMOPYHEINTGWRVS	TDWVCHPGNYXIAZJLMUEFRBSKQO	PEUQALIDHCBVNGJRYOKMZFSWXT	QHCYMFIPDAJTSLWUXGRNOZEVKB	LIEGPQXAJMSYNWURZDVHCFKTOB	0
main	18 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	A 	R 	0.0 	5 	0 	11.0 	OZTQUMRGBPXYICDJFEVNWHKSLA	MBRVPYCZNOSTWKFEGIDAQJLHXU	JBNFVYIQDXKGULPTCWZAREMHSO	BNUKSLROCFTYXDQJMZPEHWVAIG	XDMUNYFPCGLEQAISBTROHVWZJK	DPZYTCSLRQJVMGKXNWUAHEBFOI	0
main	19 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	H 	T 	0.0 	2 	0 	4.0 	QOXVPKMINAUCRWLDYBHTGEFZJS	RCLODWNAYETMGHUBFQVZSJKXIP	KWGXEPILNDTUCZHVMFRJYOQBAS	CAWOYBPDNIFXVKJHTGEMRQSLUZ	WCIMAJSXHYQZKPTFVORLGBEDNU	BAZDESYCWPXTRNLFGUMJVIQKHO	0
main	20 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	W 	L 	0.0 	5 	0 	3.0 	UASITHBXFGWEVMDYQLZROPKJCN	JBTPXMORLHNZAGCSVFEUQYIDWK	CGDQYIMXVOLWTRZFBJKUHPEANS	GIKHDXSBNOCPTYJLVWQEAUFRZM	ETARXLHBDVGKNFZYQSPCOJMWIU	IMKZRHLADWFYGCOXSUJVBPQNET	0
main	21 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	V 	H 	0.0 	4 	0 	4.0 	LKERSJYODFPGCXTAZQMWBUNHVI	SFCJDMUBXQKNTVWPLYIGREAOHZ	DWYTRNMQUVJLEFGPBKHOZAXISC	QJKMFTXNZDVHEWALYGUIBSRCOP	JSEXTLAHBNGVCQZOWIMFKUYRDP	XQFLJCUMTHBIGDNZWYSRAEPVKO	0
main	22 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	Z 	I 	0.0 	3 	0 	3.0 	IOHCVUXKRMEGTFSALWPNBZQDJY	NSTKULWGACJMHODEPVBFXIZRQY	NREZLSUVICXOTBWGYJDPQHAMKF	OMUHKBCWSIEQZTJNDXRVFPLYGA	GKUIJFSPXBEHVLADTQRYCZMWNO	ROXPVFIWAQMDCZYHTUEKLBSGJN	0
main	23 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	S 	Y 	0.0 	1 	0 	2.0 	NBWCTHUOGEARSXLPFVIJKQYDZM	VNTRCKLIYXSDFMGAUHZBQPJOWE	ETYMORCVHPGKXSIJBWZDUFQLAN	ITUBLCPKGDEQNOAZWYSFVRXMHJ	CIFZSJGDKMBYHXNQPVLAEUTOWR	XMRPTQBFZAVNCGKSIHWYELDOUJ	0
main	24 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	W 	D 	0.0 	1 	0 	1.0 	IZYMGOUWTFSCNDEXHKAPJLBQRV	XUPHZTMYSDWVRGANKQJFEOCLIB	WEBLQJCTXHKMAYPZNDOUVIRGSF	TRDSZEXBIFGMJYLPVUHOCKWNQA	IHUJOMKZECBYTXRWGPSANVDQLF	VJAKBHLYXNWIRCZPTOQFUEGDMS	2
main	25 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	S 	F 	0.0 	4 	0 	4.0 	MHYQFGBEVXOZRLWPAKJISUTDNC	MTEORBDNXGWLVCPJIZKHUYQFAS	PSIBGYOAEWMZNFVXHTLUQDCKRJ	LDARYBHMSWTEOJKVCZNIGFUXQP	AJYUDOLCGFMEQSXKPIRTHWVNBZ	IAQSTKZDUCGMNHFXBWELJRYOVP	1
main	26 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	B 	J 	0.0 	0 	0 	-5.0 	VBSIOCJGAWXQYRNMFUKLDTHEPZ	PRYOJVFHNKGSMQAIEBCTXWUDLZ	KBJANHODRPEGWSFQXUIVCLYTZM	LWDZNUQXAJTMSGYRCIVKHOEPBF	RQVYWHGZMJNFDPOIKELAXUTBSC	XJGMRZTBOALDVHPWSYICQUFNKE	0
main	27 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	M 	Z 	0.0 	1 	0 	5.0 	BZEQYXMRAKOHSGJVWDPCTILUFN	RJSIGYZLDXVMNQUOACKWBPTHFE	-99	-99	-99	-99	0
main	28 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	Q 	Z 	0.0 	1 	0 	5.0 	WNLUVCTOFQYDMKIJBEPASHZGRX	SUWFHGARTJZDOXYQLMIKEBVPNC	YUPANZHEIJSRXCTOGMQBDVWFKL	OTAKDVELSRHYGFWNPXJUBCMZIQ	VXQBDPFZACONMHEIYRJLKTWUSG	VKNJOAFCQZHGIDWBUYLXTSRPME	0
main	29 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	T 	T 	1.0 	1 	0 	0.0 	FTIJACMZSXBOUWYEKHRQGDPNLV	MBJWQOKTNPYSEDGVCAULHFZIRX	-99	-99	-99	-99	0
main	30 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	A 	R 	0.0 	1 	0 	1.0 	IAHZMFVEYTUCQNXWLDROSPKGJB	UQCBLHXPRAMGYETISNKWFODVJZ	-99	-99	-99	-99	0
main	31 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	W 	V 	0.0 	0 	0 	3.0 	UGKXSRVFZWOEPICLJANDYBQMTH	WKXJZTAMHLCOREUIFNDPGSBVYQ	-99	-99	-99	-99	0
main	32 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	R 	Z 	0.0 	0 	0 	10.0 	NDIFLVEOHBZCMKUTAGPQRWYJXS	SGLQPJUBDFOWEIMXZNAYVHRCTK	INTHUFVZEYDCGLPXWAQBKOJRSM	TPLMICXDYUAQHZNESRBOJKFGVW	TNKUGHFQVBARMEDZWIYLJPXOSC	VNQSPETZCWKUYRLDGAFMXHJIBO	0
main	33 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	A 	Y 	0.0 	1 	0 	2.0 	FVGORILNXYBDPSHZMCTAKJEQUW	IROBUENDYPAZSTVCLKGJWQXFMH	-99	-99	-99	-99	0
main	34 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	R 	J 	0.0 	0 	0 	2.0 	FHILTZXJERPNBYWAKMSQVCOUGD	KRGJSYITQWCONZFLHUEXBPDVAM	-99	-99	-99	-99	0
main	35 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	M 	A 	0.0 	2 	0 	8.0 	VPJHIYWAKNUCLDRXEQMOFBSGZT	GTHEWZUYVMJNOXCFLIQRKPSADB	ZIFXBVRAPUEDQNSMOJYTWHLCKG	LTUNBXOVSGACPDIYWJZQMFKRHE	FGNKDPBZYTXJHSCVMUQAWLOEIR	JNZDPHUIKFTQCOBAMYWVRSGLXE	0
main	36 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	B 	C 	0.0 	1 	0 	4.0 	NAFHULTZCIWPXMJKQVBEYRDOGS	RNUZDLSVCQFYBXPMTEWHOKJIGA	-99	-99	-99	-99	0
main	37 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	D 	L 	0.0 	1 	0 	4.0 	FJNEHKQVBYLUTZGMAWPXSIDCRO	XUFPBMSYGOLTRQDKAHIJCENZWV	-99	-99	-99	-99	0
main	38 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	E 	G 	0.0 	1 	0 	2.0 	AKBZRVYGOQLUFTJHDNIWSMPXEC	HVUQJNPGZEXMSLRTOIAYFCWDKB	-99	-99	-99	-99	0
main	39 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	Q 	O 	0.0 	1 	0 	4.0 	KZPVBURTXHECNAYOQFWIMLSGDJ	EMDIFLAXYOVPRQNCGZWJKSUTBH	-99	-99	-99	-99	0
main	40 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	Q 	Q 	1.0 	1 	0 	0.0 	JOXGMZVHYIKSFRBCUPNQAWDTLE	RNSPOFYZEQVXUWDMALJGKIHBCT	-99	-99	-99	-99	0
main	41 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	E 	O 	0.0 	3 	0 	15.0 	DXJOSEHRPNLYZWAGKVCIQBUTMF	AVGSFOEUNHTQDPRJMIXLCWBKZY	ETQBIOFMRWXHGNVJDLUKYPASZC	AUJTLWNOBVSHFMIGYXPQZKEDCR	GTJSXNMBZECVLRPAHFDWIOKQYU	RMHPAEXLYZBUGNFTDIOWQJVKCS	1
main	42 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	E 	T 	0.0 	5 	0 	17.0 	XWBNDQFPVKYCSJOTIRZAGEHLMU	WVUFKEPAYZRDISCXHNOGQLMBTJ	DCZHQYKUWNJLVTMPBOXGFSAEIR	XNZAJKDSQORITVHYUPGBWLEMFC	SEPCNBVTZDJUXOIFAHKRWMQGYL	SPDQXKVTYJOHAWFIUBNCRMZLEG	1
main	43 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	W 	N 	0.0 	1 	0 	-10.0 	JXLTZVNPUFGYCOAIEMSWHDQRBK	WHFPAYIQDSNZXVOULTCKBMGERJ	-99	-99	-99	-99	0
main	44 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	B 	I 	0.0 	0 	0 	3.0 	OAQHWRDPEXIYLBFMTUCKSVZGNJ	VHFRQPXCONZGKEDBUYSTJWAILM	-99	-99	-99	-99	0
main	45 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	W 	W 	1.0 	0 	0 	0.0 	ZUJOHRPEWFLISKTQYCVBXMGNDA	DAWETFNCPSZYLUJOKRXVIBMGQH	-99	-99	-99	-99	0
main	46 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	P 	M 	0.0 	3 	0 	3.0 	OJDANVSYIMRWQFHKCXUZLEPGBT	AVQCSWXIORHPLMDBUNKEJZTFGY	ZCLPGTIFYJENVAWSROHBXQMUKD	CWIXOVRKMEFPLJHGYDSZNUQBTA	TYODSPICKJZAXGVHLNFMWBQURE	OVDCETIBUNWXYHALPRZMGFSKJQ	0
main	47 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	V 	B 	0.0 	0 	0 	4.0 	NFSXTHCRQBGEJVIDAOYLPMZWUK	SYIWBQNLDVOJEMCZTHXAKFRUGP	-99	-99	-99	-99	0
main	48 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	G 	U 	0.0 	0 	0 	-6.0 	TGEPDHXUJCRAYWLBSVZQKFIONM	JLTBNAGIFXERCUWZKYVQDPMSHO	-99	-99	-99	-99	0
main	49 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	D 	T 	0.0 	0 	0 	3.0 	ELJKMUVGTWZDAFQXBYPCIRSOHN	CEHSKYVUNFLIOZRWMJQXGTDPAB	VHXNRTQJCBZAKSYWUMGEFIPOLD	LZMYHIDCGAUQBTFWVOXNRESJPK	JEDTROPQNCASGVMUWHZXKYBFIL	EPVDKBCWFSQLMZAROHYJTGINUX	2
main	50 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	A 	L 	0.0 	5 	0 	1.0 	OPZRFMAJHEKSLUYBQWXTGCNVID	KMENJYVPLFDOCRQSZWIGTUHAXB	BIKEPJXYWSDQAUTVNCHMRLGFZO	ILGCDMHZFSPQUAEWBTXKNYROJV	PYKZLWQNSXAUCFBIJTEMVDHROG	NQWSKMDIYZLAHXCEFVPGBRUTJO	0
main	51 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	G 	C 	0.0 	0 	0 	-5.0 	ZASGNVIRCFDOLHWYMJXQKPBTEU	HXWJZGVDBSAPNYFICEKLROTQUM	-99	-99	-99	-99	0
main	52 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	Q 	Y 	0.0 	0 	0 	-3.0 	JHZNETAQMCYDKORVPSLFIGWXBU	TPMZQHYOASIUJXDCVGFWENBKLR	-99	-99	-99	-99	0
main	53 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	C 	M 	0.0 	4 	0 	5.0 	ZDMKWIJBOFUYHXQSPATGRLVCEN	PHGEBQCOYKTDANZXWMSULFVJRI	BDYGPMXRNTLWZOUEKCQHVAJSIF	BLPINEJGKQVUSHYMACXWZFROTD	HIJEPYRZMTBUKCOVAWFXLGQNSD	JWHGATEXCQISRMLBKYOZUPNVFD	1
main	54 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	S 	C 	0.0 	5 	0 	9.0 	YXFRMTKCBILSJVUPWDNAEZGHOQ	SXLYODHFACZTUMVQJPGBWEKRIN	QUSMPWEDYCGKOBHJTZINFALVRX	FWTNYBGQLKHMCUZPOXJASRVEDI	OYRVFIBXKPDJNEZTHQWSUCLMGA	GLVDZNAIXCPWUKYOTFSEQMHJBR	1
main	55 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	E 	L 	0.0 	1 	0 	4.0 	LUWZPSYODCAVQXMHFKTJRBGNIE	VXWRJZHITLNSBEPFMGUAKCYDOQ	-99	-99	-99	-99	0
main	56 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	P 	R 	0.0 	1 	0 	3.0 	IPEBTUMKVZDFYRWHNQCJOLSAXG	SYXGMKLVZBRWIPNECTAQOHFUJD	-99	-99	-99	-99	0
main	57 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	G 	H 	0.0 	2 	0 	6.0 	IQWPSUAREXFHKZYMLDBGNCOJVT	DOWRAQPBZFYLEXVHKCTSMNIJUG	BKZTOXVAHMQNLCGPESUWDJRFYI	AHBUITJPZRMFOQNSCWYXEKDGLV	CQAIYHEFPLSVXDMNBJUGWRKTZO	DZPVLSKAEFNORJTIQWXGBMHUYC	2
main	58 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	B 	M 	0.0 	0 	0 	2.0 	ILRVWQMDBPXCEHUTJYOAFGNSZK	YKMZVCBJOSFQRPEUNXHWLTDIGA	-99	-99	-99	-99	0
main	59 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	M 	B 	0.0 	2 	0 	3.0 	JLNHCBQXEOKFPDURYWSVMAZTIG	KSQREDUOYFLBJXAPNGIHWCVZMT	PHKROQBXVMYJAUWLZGFDISTCEN	CPJOTRIVHYUGBEDZWXNSQFMLAK	IFVAQZYJWRXNPOTCDUKELGBSHM	CMSDIGUZNLPRXWKAJVHYTEFQOB	1
main	60 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	M 	Q 	0.0 	0 	0 	3.0 	SHCUIVQENMTKAYLPWDJZFXORBG	AWQBCTDOHNVMIEFPUJKXLSRGZY	LXCHZQNGPMRFYBEKATUJWOVSDI	WUPNFZIKGQOBLEVJHRMXYTDSCA	KSQEWRVOXMUNPZHITBJAYCGLFD	ANPUZMLYOSVIRGFCWJBXKDQTHE	0
main	61 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	W 	J 	0.0 	3 	0 	-1.0 	SOMHYGLFPZXNDQWETVCKBIJURA	HOGFQVXZKICMRSBWYJEPTNDAUL	QIRNDWLPSUJMHVATKCBXYGEOFZ	KYHPQWJNRZCEBUOSFMDAIVGLTX	TCODRNZHQVIJYBEWGUSLAMXFPK	UWPYJMSTIDNEOQXARKZFBCHGLV	0
main	62 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	M 	I 	0.0 	4 	0 	3.0 	BRUAHKVCJQLIFTXEWGSPOZDNYM	NHZBMKWXUPVYLOGAFISCETQRDJ	INXTQPBESMLZGCHVODKUWYJFRA	SOURDGXZICPWNEBJTQAYLKHVMF	URDYEJIXPMWLOQHZVKTBANGSCF	VTXYBONAECMUJPDKZGSLIQFWRH	0
main	63 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	Q 	N 	0.0 	1 	0 	3.0 	JMDGWAFIEQNUBRHYPOLSXTVZCK	UPDZBHNVXQCEMLIGYORWFAJTKS	-99	-99	-99	-99	0
main	64 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	S 	W 	0.0 	1 	0 	3.0 	IWEGHPFLUYOKJASZTMQDBRNCVX	GBRLUOWJCSDHEKIVYPXNTAFQMZ	-99	-99	-99	-99	0
main	65 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	D 	M 	0.0 	3 	0 	2.0 	KACNXZEVIDHPUBWOMFGSRQLJYT	UCSXNLWYAJFZKOTBQDEGHVIRPM	OBRFIVXCAZJYLTEMGWDPQKHSUN	XIGHBNEKCSMTDPLFJQRZYAUWOV	BWGYCAXJPTDNIFSMZUHEOQLVRK	TXZCOUSBKPQMEHJRNYWGLDVIFA	3
main	66 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	W 	S 	0.0 	4 	0 	-1.0 	ZUDWRHCMXJSQTEYONFAKIPGBVL	DVLOINZRWJKHXTABYUEGFSCQPM	LRGMJXVUCESHPTZWIFAQYKDOBN	BPONKFQRIZHEXCVGLUYWJTSDMA	ZCYUTDIXWSQHVEKBJRANGLPMOF	FEMAYLTJDURCQHPWBNSVGOIZKX	0
main	67 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	G 	F 	0.0 	1 	0 	5.0 	FUKIEDVHQLBRGTOACPNSMYXWJZ	AQICVKRDFNLJOGTYZXWHBUMESP	OWJBVMFQDGEARUTYNKIXPSCZHL	EZKXTPMJLDSFRCIAOBUWHVGNYQ	UTNVFRGYPXAMCBEJZDOWHKSLIQ	ICVQJLXZTOPWUYEGMKRSNAFDBH	4
main	68 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	R 	N 	0.0 	0 	0 	2.0 	XWIGSKJDBNPRUHLZYVMTOFECQA	OXCMQDGZWIEFRYNABHLPSUTVKJ	-99	-99	-99	-99	0
main	69 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	D 	T 	0.0 	4 	0 	4.0 	KUYTBZSLCXODGQFNRHWPEAIVJM	EUIZGQHCSBFDXRATKJNPMYLOWV	CVDOEKANIXHGBRLUSYJFZTWPMQ	CEHDOFUSKZLPGRWAYMNIQTBJXV	VJZLWRXYUPTSHODMGEBCFQIAKN	YDXUMNCBZQVWPOAGEFKSIHRTLJ	1
main	70 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	G 	C 	0.0 	2 	0 	3.0 	PGCKBMOURYFJZWNSDTVLXHAEIQ	CWEVLOZNSMKHADTUXPGIJFQBYR	JOAFNZRDUCTMGYVQXKPEHSLWIB	NJXWKOUGFBMYLRVCSAZIQPTHED	NORCBESIXTQKAJUDPGYZHMLVFW	MZAWJNLUTVOYGRFQCKHXSIBEPD	3
main	71 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	M 	D 	0.0 	1 	0 	-1.0 	DEVCWRXQAOBSKTNLYZUGJIMHFP	TPSUOQLVKMDFIEJGNXARBZWCHY	-99	-99	-99	-99	0
