"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"fixationReject"
"main"	69	"JA8 "	" oneCued "	0	" right "	8	135	"D "	2	6	"K "	0	6	0	1	"LKVQPZDXBUEJOFMANTISRYHG"	"RHKQPIZJSGLXBFVTNUYEMADO"	"FAOVXPJRMTYLUSQGKBINZEHD"	"HTMRLIZPFXJGQANKYBVDOUES"	"ZSHMLYFDKBRUQTINOXEPAGVJ"	"MBTJQKONLZSRAIGFHPEXVDYU"	"ZJLGYAKDSNRBQMIEHFVUTXPO"	"FNXYDEVJQPZUAMHTLBRIGOSK"	0	FALSE
"main"	70	"JA8 "	" oneCued "	0	" right "	8	135	"O "	2	7	"O "	1	2	0	0	"AZLFVBSEGPNQHDMYKJRIXTUO"	"RKQTDISHGZXAOEMYVUBFLNJP"	"KJIVTHAOQNBLFDZGYXURSEMP"	"KGSMPBTQYAFIZJDXRLVHUENO"	"ZDMLBSIUOJNKYGEQPTHFXRAV"	"FIDGXTVLYENJOBSRZUKPQHAM"	"QPORMIXBNVFUHZEDSKJTLAGY"	"KMRUOJZHGNPVLYXFTSIDBAQE"	0	FALSE
"main"	71	"JA8 "	" oneCued "	0	" right "	8	270	"Z "	2	8	"U "	0	6	0	1	"KDYBQIJZSGULMRTPONFEHAVX"	"QTVEOBRFHXILGZMSDPJNUAYK"	"UGQKZRYAHXJMEIDLOBPSNTVF"	"YGENQLABKSUJORTVFPIMXHDZ"	"AYBJOUNQERLXPIGHMVSFDZTK"	"FBYLNSVPRIKGAEXTJMHDZOQU"	"LIBMFERGUZPNHVQDSATYXOKJ"	"PRTZAUJEKINLDGQBOMYXVHSF"	0	FALSE
"main"	72	"JA8 "	" oneCued "	0	" right "	8	90	"E "	0	6	"T "	0	1	0	2	"XYKRJZLOHFNUBMGVETADSPIQ"	"HYDMQSTLEJNIKFGXAOVRBUZP"	"PLEDHUYBTMRVGZJXNOKASQFI"	"QMGIKXDLRYBUEJZVNPOFSTHA"	"NVUOJRZKFHYBDXIEMTLSGQPA"	"GETXUNLBSIMQJRPFHDOAZVYK"	"XSMJBHTIRPUFAKLNEZYVGDQO"	"XHNYRDFMEIBTKLUSGQVJZOPA"	0	FALSE
"main"	73	"JA8 "	" oneCued "	0	" right "	8	90	"H "	2	8	"D "	0	5	0	1	"EXJIRAPDHNVBQMFZUTGYLSOK"	"SJQDNUAXHEMZFLOTVPKYRIBG"	"SLJKPMRYAQIVOBZNTHFGEDUX"	"XIFRYZBJQVTPNALGOMKHUESD"	"TELAFZHXQRGSUYMNVKIPOBJD"	"PYQBXUVFDHMERLZJKAGSITON"	"JPDQOFIYHLMNRGSKVZUBATEX"	"DHZKYJQOFXSGRIVAMBNLUTEP"	0	FALSE
"main"	75	"JA8 "	" oneCued "	0	" right "	8	0	"Y "	0	6	"F "	0	0	0	1	"MUOEPZFYINKLQRGTXSHJBAVD"	"LANQMBUHIGTJDSFVREXYZKOP"	"RKSZMBYEPTNVXHQJAFDUIOLG"	"MTSKJEORNVBAHXDZLUIPQFYG"	"LBMUORIHFYENTDASGJPKVZQX"	"FHTAIENMBQZOUYKSDVGJRPLX"	"NPAEFJIYBKHGVSUZXRLQDOMT"	"LNDHQOMXVKEFJBIUGSPRZATY"	0	FALSE
"main"	80	"JA8 "	" oneCued "	0	" right "	8	270	"X "	0	7	"J "	0	0	0	3	"ESOQDYBJZNXMVLFRUGTPHAIK"	"AGVUBHIXZDTEJLKSFORPMYNQ"	"GKARVQTSPDEHXYNUFOBLIMJZ"	"JIELQYKUSDHPRVTZOAGXFBNM"	"QUEADFNHMPRSJIXBLVYKTGOZ"	"JKGPESIXODQNYZABRUHMTLVF"	"SPUHOIKEFRXYNTGQDVJMZABL"	"MULPDKVGBXZJINAFTRQSOYEH"	0	FALSE
"main"	81	"JA8 "	" oneCued "	0	" right "	8	270	"E "	0	8	"E "	1	2	0	0	"BGEJQATYUFLZKVMXRPDHNSOI"	"FVIZOAHPLBNQDTEKUYSRJGMX"	"SURIOXPGEBZDFLQKNYVTMHJA"	"TBOHSQJFVAXRKDYLIZEUPNGM"	"HYELVNMZBFDSARXQPUGJOTKI"	"JSGFLBVKQMRYDXNPHUEITOAZ"	"BPEVZGIHUKFOTXQAJMDYRNLS"	"AVRDQSPNFGEOKMBIHXZTYUJL"	0	FALSE
"main"	82	"JA8 "	" oneCued "	0	" right "	8	135	"O "	2	6	"B "	0	6	0	1	"SPBQXFZJUOGLREANKHVTDIMY"	"SQVIARHEPXJTOUKLDYGBFNMZ"	"PLOBZFSVHXJTEDUARQNIMGYK"	"RYGQEKFUJNVXOPLTAISZDMBH"	"JXLVRZEKNYQDPUTAIGMHFOBS"	"DMLJVGEPZXHAYISFQUKBNTOR"	"FZTVHABODRNIEJXQGLMPYSUK"	"YLDKEHGXQIZOTJUPNRBMVFAS"	0	FALSE
"main"	83	"JA8 "	" oneCued "	0	" right "	8	45	"E "	2	9	"L "	0	3	0	-1	"OPHXNBFVRTQKGEDLUJIZYAMS"	"AJBKOYRZUDXFGNLPTQEMISHV"	"TROEJPKUGBDLNZFSAYHMIVQX"	"ZFYSQMAKELPNGBOJRUDVIXTH"	"RYMSKFTQHOIZNAGLXBEPJVDU"	"UGVDYPNMBLOFKSAXRJETZHIQ"	"NUXQEBLPRJOHKTZFIAVYMGSD"	"FGQAJOEKNSVBTZIMLYDRXHPU"	0	FALSE
"main"	84	"JA8 "	" oneCued "	0	" right "	8	0	"K "	0	9	"I "	0	1	0	2	"HAKNGMQULOJRDXVTZFIYEBSP"	"TOLBGXNHPIAKYDFERMZSJQUV"	"SEVKAHBGTLRYOUDPINMJXFZQ"	"PMLREVUSKFZOHBJIDTGYNXQA"	"UPZVAMHESXLGTNFQDRBOYKIJ"	"JXBAUDYORKTNMSEIPFHLVQGZ"	"MOPKGSEIZYQRDTXJNALFBUVH"	"TEBMIVJZKHNXDSPYAUGRFLOQ"	0	FALSE
"main"	90	"JA8 "	" oneCued "	0	" right "	8	225	"B "	0	7	"A "	0	5	0	9	"BMYLGXKFSEHAQTRUZJNOVDIP"	"RUVKADMSIGZNBQXTJEOHYPLF"	"OUVYLAXDGENPKBJFIRTMZHQS"	"YDZUVEJNIFMKHGSLBPTOQAXR"	"PGTSJBRZDMXUVAFYIELKOHQN"	"XTJYQSEAPIFDZNGVBOKRMULH"	"EOVUTRFHXGQDIKNZJSYPLAMB"	"LUDMYZSBGJIRHFKXPQVONTEA"	0	FALSE
"main"	91	"JA8 "	" oneCued "	0	" right "	8	90	"E "	0	6	"E "	1	2	0	0	"LITEYGPDBJFNORKUHVZMQAXS"	"HNEMPFOGYTUJVQBAZXISLKDR"	"RNAZXGEFOKQSMDTLBVIHUPYJ"	"SYTZFPAKDMUOBVQGLXJIEHRN"	"TXBZOFNKIARUVGSJHMDQYPLE"	"UOVENMAKSTHQXLZFRIDYJBPG"	"OJDLYXRKNQVBFSZGUMTIHAPE"	"JQEAGZLHUMKVRBOTFNYSDPXI"	0	FALSE
"main"	97	"JA8 "	" oneCued "	0	" right "	8	0	"X "	2	10	"K "	0	0	0	1	"NVASFZQOLEKXDPMRTUJGBHYI"	"MGHPRTEFUBKAYIDQOLNXSZVJ"	"IGBKNHLZREJFSDUOAQVTYXMP"	"GLBUDZFNXEQJHIAMVPYROTSK"	"PBKRIZDMLVTOYFXQUESAGNHJ"	"FJUZDMTPSAEGBKLHOVRYQIXN"	"OIRQYHFKJMPAXVBNLEZUGDST"	"RLBXDUQGNIMASZVKHYFEPOTJ"	0	FALSE
"main"	99	"JA8 "	" oneCued "	0	" right "	8	0	"X "	2	6	"K "	0	3	0	1	"YHSUGBNFKZJQAOMVEXTDPRIL"	"UESMJLPOVGFZDBIRXNAQKYHT"	"ZMONUGYRTHEKPBVFLIQSXDJA"	"OVPJMNKXHTSURFIGQALZYDEB"	"KHETRGJPOVQZNSFBAUMIDYLX"	"KTGOHYFRIXQAUSDMPLEZBNVJ"	"KOSXLZFTGBVJINMRYHAPUQDE"	"YTOMXADGPQBUNHIRLZSKFJEV"	0	FALSE
"main"	101	"JA8 "	" oneCued "	0	" right "	8	135	"A "	0	8	"M "	0	0	0	1	"XQEFYINPMAGJVBDRUOZSTLHK"	"SXOFNTDIVKGPLUQYBAJRHEZM"	"ASYKRVLDJNBGUQTOHXEMFPIZ"	"BVDHAZXYMUIREFLQJONTPGSK"	"HANQFOXMEZRDYBVJKPSIGULT"	"JNHLUGMYZXAKIRPVQTSDFOBE"	"ZDHQJOLBSKGVMAYXUFPETIRN"	"DEVJGSRFXINZYTLOKPHQUBAM"	0	FALSE
"main"	102	"JA8 "	" oneCued "	0	" right "	8	315	"O "	2	9	"X "	0	4	0	-9	"KFIAMNTYZRPVXBJOLEUQDGSH"	"FXISDVLZPEBGMYRHNAKTJOQU"	"YGVAFIHLJBKDRMZNQUOTSPEX"	"MUTYKGFJXBILVZRHSDAEQPNO"	"ONLSHJRFDXQVUZAITKGMYPEB"	"VPUFXAKORDMYZTSIQEBHNLJG"	"ULEOKSHMJPZBVRAFXYTNIQGD"	"XZVYPIDTUAQESFLJNMGKRBHO"	0	FALSE
"main"	106	"JA8 "	" oneCued "	0	" right "	8	45	"I "	2	9	"F "	0	6	0	1	"KYTPURMHVZSEJDGFXQLAINOB"	"DOXEURNQAKYIBTMVLSPJGZFH"	"HLNYPKXTQGROMVZBSIUEFDAJ"	"LKZYMXNGQAIDVHJUBOFTRPSE"	"XJPALZRTIGOKEVFUYMSBHDNQ"	"FVXHLPUDQYORTNGMBSAIEKJZ"	"XLEYNORTVFIMUDBGSPQJZKAH"	"ZOAXUVMEKQNFHRILTGSYJBPD"	0	FALSE
"main"	108	"JA8 "	" oneCued "	0	" right "	8	225	"N "	2	9	"Q "	0	2	0	1	"SXPJDETUKAINGVRLOYQHFBZM"	"QXVEPUYKBFIZNGLDTSORHMJA"	"JIAZEOYGDQNLKFUBSRMHVXPT"	"ZQFSKVGDEIUMXYAONJRLHBTP"	"YAVSDFOLPKUGBITHMNERZXJQ"	"PATUNVSJIQFDROBLEYHXKZMG"	"DUKIXYFVJAPHSEGOBRMLQTZN"	"LBENAZSHRFUJXMDOIQTVKYGP"	0	FALSE
"main"	111	"JA8 "	" oneCued "	0	" right "	8	0	"S "	2	9	"T "	0	3	0	1	"VZJNSTYHRPIGUMELXAKFOBDQ"	"NMAQSHPEFRXYGIVZKLBUODJT"	"QBIDKFYNHZPRTEUAOXVMLJSG"	"MUQIDAKBPTSRVEYFNXZOJLGH"	"VQJEHXSZBKGLFORIPAUDNTMY"	"QHLZUTMGYFPEVNBRSXADJIOK"	"AGRNOHFVZBJLTKIQEPYXUMDS"	"FBYAPGXHVIUQZRLESDJOTKMN"	0	FALSE
"main"	113	"JA8 "	" oneCued "	0	" right "	8	225	"Q "	0	7	"R "	0	0	0	-2	"VEDLXQMROGFJAINPKSYUTBZH"	"YQDRJGXZMAFUVOHEIBPNLKST"	"HKTIUBNPQMAVYFZGRJLODSXE"	"BIEKHFZYVXSOUADRNTMLQPGJ"	"MGNIRKXDFOJLUYQEATHVPSZB"	"JHUPXOMEANLZSRQKVITBFDGY"	"BKPMROETZSFGLNIDVAUXYHQJ"	"KBQPXMVSJAUYIFODEZGHTNLR"	0	FALSE
"main"	117	"JA8 "	" oneCued "	0	" right "	8	225	"T "	0	6	"J "	0	1	0	1	"DFYGQLSRXJOUMVPNTEKHIBZA"	"YAPDFLJTUHKQVGOIERNZMSXB"	"NVGIEKALXJYBFPHTQZOSUMRD"	"IBZLFOQPNGKJEXDMHYSAVUTR"	"IGHNAPLOJBVFSMXZQEDKURYT"	"AYFXBVUHELGNRSIMPDJOTQKZ"	"IMEOJRAZGUSTKNLHDXPYBVFQ"	"LZNKHGTQBEAPXSJYOVMRUIDF"	0	FALSE
"main"	118	"JA8 "	" oneCued "	0	" right "	8	90	"R "	0	7	"M "	0	1	0	1	"LGOSNXYHMUFZJEARQPDIKBTV"	"JOKXLFVMRYGNSBPAQIHZDUET"	"XOIPHEKBQSJARZTMNFULYGVD"	"IETKNFXMSROJLVHGUDZBPQYA"	"ZRMYUJLFSGHVOQXTKBDPIENA"	"MKGOUDHQXASLJPTNREVYZIFB"	"EBQHVZJOXLNYFTGIPUSADRMK"	"PDGVOYFEZKJBNMHQLRSITXUA"	0	FALSE
"main"	120	"JA8 "	" oneCued "	0	" right "	8	270	"U "	0	10	"S "	0	3	0	1	"BQTNLVMOIRJUSPKDAEGYFXHZ"	"KTMEZDXUHGFRJQVLBAISNOPY"	"EQFPIYRXLVAGJZNMDOTKUBSH"	"QKXZOFIDRMSULJHVBEGNTPYA"	"OIKRDGALQFJSMNYPXBEVZHTU"	"KBELQZNJRUVSTAOHGXYIFMDP"	"MOVXHSRDLYFEJPZITBAQKGNU"	"FXVDLZNPHARQUMEGYBOKTSJI"	0	FALSE
"main"	121	"JA8 "	" oneCued "	0	" right "	8	270	"O "	0	6	"Q "	0	3	0	2	"TFYINSHRUZGQEMXJPBOVDLAK"	"ZQKLJRYBVIEMDOPSTHFAXGUN"	"MDXKUBJTNFASHLVEOPGIYRZQ"	"ISGTDNQYOEPUBXVAZHKLMJFR"	"UNRPEBIVOAGXMTSFYZJQHKDL"	"LEKYINHQMDJOAZFRXVSGBUTP"	"IDHUEFMVNQGALZTBYKRSJXPO"	"KHIEOJXALTVZYMGFPSUDBRNQ"	0	FALSE
