RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_Y	CURRENT_FIX_X	CURRENT_FIX_START	CURRENT_FIX_END	TRIAL_INDEX	TRIAL_LABEL
EF6	BEFORE	391.80	513.60	1102	2834	42	Trial: 42
EF6	AFTER	389.10	505.80	7	903	43	Trial: 43
EF6	BEFORE	391.80	501.10	1135	1297	43	Trial: 43
EF6	NONE	399.50	497.20	1305	2069	43	Trial: 43
EF6	NONE	397.60	498.10	2078	2830	43	Trial: 43
EF6	NONE	363.50	522.80	7	2839	44	Trial: 44
EF6	NONE	374.00	512.40	7	2831	45	Trial: 45
EF6	NONE	391.80	511.50	7	364	46	Trial: 46
EF6	AFTER	391.80	510.70	373	1468	46	Trial: 46
EF6	BEFORE	390.70	510.40	1703	2839	46	Trial: 46
EF6	NONE	396.60	515.00	7	2608	47	Trial: 47
EF6	AFTER	382.50	516.60	7	645	48	Trial: 48
EF6	BEFORE	375.40	527.50	955	2147	48	Trial: 48
EF6	NONE	377.70	523.10	2156	2841	48	Trial: 48
EF6	NONE	384.00	510.50	7	2839	49	Trial: 49
EF6	NONE	383.20	509.60	7	2828	50	Trial: 50
EF6	NONE	391.80	511.00	7	507	51	Trial: 51
EF6	NONE	373.50	537.60	528	2844	51	Trial: 51
EF6	NONE	393.30	519.60	7	2844	52	Trial: 52
EF6	NONE	380.70	518.30	7	2833	53	Trial: 53
EF6	NONE	384.10	507.60	7	2837	54	Trial: 54
EF6	NONE	378.50	513.90	7	498	55	Trial: 55
EF6	AFTER	373.60	515.70	507	1020	55	Trial: 55
EF6	BEFORE	379.90	518.60	1210	2840	55	Trial: 55
EF6	NONE	382.20	531.70	7	449	56	Trial: 56
EF6	NONE	382.00	539.80	456	2164	56	Trial: 56
EF6	NONE	376.10	535.60	2171	2848	56	Trial: 56
EF6	NONE	394.20	509.80	7	1092	57	Trial: 57
EF6	NONE	402.90	500.30	1100	2832	57	Trial: 57
EF6	AFTER	386.20	514.80	7	1039	58	Trial: 58
EF6	BEFORE	397.60	513.30	1258	2154	58	Trial: 58
EF6	NONE	396.50	514.70	2167	2832	58	Trial: 58
EF6	NONE	391.60	519.50	7	268	59	Trial: 59
EF6	AFTER	389.10	512.10	277	1106	59	Trial: 59
EF6	BEFORE	542.50	515.90	1398	1437	59	Trial: 59
EF6	NONE	438.40	506.20	1444	1540	59	Trial: 59
EF6	NONE	391.50	506.80	1549	2831	59	Trial: 59
EF6	NONE	392.30	510.50	7	413	60	Trial: 60
EF6	AFTER	390.80	520.40	420	769	60	Trial: 60
EF6	BEFORE	393.30	517.10	1014	2830	60	Trial: 60
EF6	NONE	353.20	525.50	7	2434	61	Trial: 61
EF6	NONE	356.50	526.70	2442	2843	61	Trial: 61
EF6	NONE	373.60	518.90	7	2832	62	Trial: 62
EF6	NONE	375.70	516.10	7	2840	63	Trial: 63
EF6	NONE	384.20	507.80	7	1740	64	Trial: 64
EF6	NONE	376.00	512.20	1750	2843	64	Trial: 64
EF6	NONE	387.80	511.40	7	249	65	Trial: 65
EF6	NONE	388.90	514.60	257	2831	65	Trial: 65
EF6	NONE	385.80	510.50	7	2830	66	Trial: 66
EF6	NONE	393.90	507.90	7	2845	67	Trial: 67
EF6	NONE	389.40	511.80	7	2840	68	Trial: 68
EF6	NONE	379.30	513.10	7	2845	69	Trial: 69
EF6	AFTER	384.00	513.00	7	1090	70	Trial: 70
EF6	BEFORE	384.80	509.50	1328	2846	70	Trial: 70
EF6	NONE	374.50	519.80	185	382	71	Trial: 71
EF6	NONE	443.20	505.50	410	568	71	Trial: 71
EF6	AFTER	371.30	513.00	598	965	71	Trial: 71
EF6	BOTH	365.20	513.00	1265	1818	71	Trial: 71
EF6	BEFORE	379.80	516.90	2064	2844	71	Trial: 71
EF6	NONE	392.80	506.80	7	431	72	Trial: 72
EF6	NONE	387.00	524.70	447	1658	72	Trial: 72
EF6	NONE	394.00	510.70	1668	2647	72	Trial: 72
EF6	NONE	380.50	498.50	2667	2840	72	Trial: 72
EF6	NONE	396.90	519.00	7	2065	73	Trial: 73
EF6	NONE	396.30	520.50	2073	2845	73	Trial: 73
EF6	AFTER	394.20	518.20	7	1060	74	Trial: 74
EF6	BEFORE	390.90	520.80	1303	2830	74	Trial: 74
EF6	NONE	379.40	518.90	7	2840	75	Trial: 75
EF6	NONE	383.00	516.90	7	272	76	Trial: 76
EF6	NONE	373.20	502.00	288	636	76	Trial: 76
EF6	AFTER	374.30	504.80	643	1142	76	Trial: 76
EF6	BEFORE	369.10	508.10	1387	1872	76	Trial: 76
EF6	NONE	375.00	502.30	1885	2840	76	Trial: 76
EF6	AFTER	388.00	507.00	7	1205	77	Trial: 77
EF6	BEFORE	386.80	502.40	1504	1726	77	Trial: 77
EF6	NONE	372.30	497.40	1737	2129	77	Trial: 77
EF6	NONE	374.60	500.50	2139	2829	77	Trial: 77
EF6	NONE	385.10	504.30	7	2835	78	Trial: 78
EF6	NONE	376.10	510.70	7	2840	79	Trial: 79
EF6	NONE	379.30	513.10	7	1101	80	Trial: 80
EF6	NONE	386.70	514.20	1110	2829	80	Trial: 80
EF6	NONE	380.10	521.90	7	2829	81	Trial: 81
EF6	NONE	379.20	513.30	7	2829	82	Trial: 82
EF6	NONE	410.40	499.50	7	2829	83	Trial: 83
EF6	NONE	393.10	507.70	7	2830	84	Trial: 84
EF6	NONE	382.30	521.30	7	2845	85	Trial: 85
EF6	NONE	389.80	511.70	7	2830	86	Trial: 86
EF6	NONE	395.20	503.20	7	1058	87	Trial: 87
EF6	NONE	398.00	497.10	1066	1336	87	Trial: 87
EF6	NONE	398.50	492.00	1344	2845	87	Trial: 87
EF6	AFTER	383.40	513.90	7	1194	88	Trial: 88
EF6	BEFORE	386.00	512.10	1438	2831	88	Trial: 88
EF6	AFTER	373.80	516.00	7	1824	89	Trial: 89
EF6	BEFORE	387.70	514.20	2057	2836	89	Trial: 89
EF6	NONE	378.60	509.40	7	2838	90	Trial: 90
EF6	AFTER	380.50	510.20	7	739	91	Trial: 91
EF6	BEFORE	364.60	519.50	959	2830	91	Trial: 91
EF6	NONE	380.80	515.70	7	1083	92	Trial: 92
EF6	NONE	380.20	516.00	1092	2741	92	Trial: 92
EF6	NONE	384.60	519.00	7	2839	93	Trial: 93
EF6	AFTER	385.70	515.30	7	462	94	Trial: 94
EF6	BOTH	381.70	514.10	719	1304	94	Trial: 94
EF6	BEFORE	384.50	511.50	1579	2840	94	Trial: 94
EF6	NONE	378.00	522.80	7	2844	95	Trial: 95
EF6	NONE	386.90	512.60	7	2839	96	Trial: 96
EF6	NONE	385.50	522.00	7	2830	97	Trial: 97
EF6	NONE	382.00	511.80	7	2829	98	Trial: 98
EF6	NONE	382.00	527.80	7	2785	99	Trial: 99
EF6	NONE	365.50	567.70	2805	2835	99	Trial: 99
EF6	AFTER	396.50	508.80	7	1351	100	Trial: 100
EF6	BEFORE	398.50	516.20	1667	2829	100	Trial: 100
EF6	AFTER	391.70	506.60	7	51	101	Trial: 101
EF6	BEFORE	384.60	504.10	278	2836	101	Trial: 101
EF6	NONE	395.80	508.60	7	670	102	Trial: 102
EF6	NONE	385.50	506.60	680	1148	102	Trial: 102
EF6	NONE	391.40	505.30	1156	2838	102	Trial: 102
EF6	AFTER	388.50	509.10	7	798	103	Trial: 103
EF6	BEFORE	391.20	511.90	991	1182	103	Trial: 103
EF6	NONE	390.00	502.10	1190	1749	103	Trial: 103
EF6	NONE	390.20	500.80	1764	2840	103	Trial: 103
EF6	NONE	378.70	509.90	7	2843	104	Trial: 104
EF6	NONE	379.50	517.20	7	2840	105	Trial: 105
EF6	AFTER	381.20	512.40	7	445	106	Trial: 106
EF6	BEFORE	379.50	510.30	674	2841	106	Trial: 106
EF6	NONE	385.10	506.60	7	2675	107	Trial: 107
EF6	NONE	391.80	504.80	7	497	108	Trial: 108
EF6	NONE	383.00	514.10	508	1093	108	Trial: 108
EF6	NONE	386.20	513.20	1103	2828	108	Trial: 108
EF6	NONE	449.60	498.20	7	262	109	Trial: 109
EF6	NONE	433.90	498.60	273	452	109	Trial: 109
EF6	NONE	406.20	505.60	463	1546	109	Trial: 109
EF6	NONE	411.40	502.00	1553	2840	109	Trial: 109
EF6	AFTER	389.00	512.00	7	1617	110	Trial: 110
EF6	BEFORE	386.80	518.50	1862	2833	110	Trial: 110
EF6	AFTER	382.50	515.60	7	407	111	Trial: 111
EF6	BEFORE	383.00	510.80	628	1637	111	Trial: 111
EF6	NONE	386.50	500.90	1644	2836	111	Trial: 111
EF6	NONE	380.70	504.70	7	2837	112	Trial: 112
EF6	NONE	368.70	529.30	7	2842	113	Trial: 113
EF6	AFTER	385.80	508.40	7	495	114	Trial: 114
EF6	BEFORE	388.70	504.80	736	2839	114	Trial: 114
EF6	NONE	365.20	518.80	7	2842	115	Trial: 115
EF6	NONE	389.90	511.00	7	293	116	Trial: 116
EF6	NONE	382.70	517.50	303	1702	116	Trial: 116
EF6	NONE	374.50	517.90	1711	2838	116	Trial: 116
EF6	NONE	397.00	509.20	7	483	117	Trial: 117
EF6	NONE	394.90	506.80	495	2836	117	Trial: 117
EF6	AFTER	389.00	506.80	7	748	118	Trial: 118
EF6	BEFORE	389.20	504.60	928	1123	118	Trial: 118
EF6	NONE	386.10	502.40	1134	2842	118	Trial: 118
EF6	NONE	388.80	512.00	7	2830	119	Trial: 119
EF6	NONE	382.70	506.80	7	459	120	Trial: 120
EF6	NONE	383.20	511.30	468	2726	120	Trial: 120
EF6	NONE	381.60	577.50	2748	2830	120	Trial: 120
EF6	NONE	387.20	508.00	7	2829	121	Trial: 121
EF6	NONE	384.90	515.10	7	2848	122	Trial: 122
EF6	NONE	379.70	526.50	7	2841	123	Trial: 123
EF6	AFTER	387.80	509.30	7	1082	124	Trial: 124
EF6	BEFORE	356.20	517.40	1311	2835	124	Trial: 124
EF6	NONE	404.70	514.70	7	2835	125	Trial: 125
EF6	NONE	390.70	508.30	7	316	126	Trial: 126
EF6	NONE	379.70	505.40	324	1870	126	Trial: 126
EF6	NONE	388.60	500.80	1878	2834	126	Trial: 126
EF6	NONE	390.10	513.10	7	2829	127	Trial: 127
EF6	NONE	384.60	506.70	7	1761	128	Trial: 128
EF6	NONE	377.40	514.30	1780	2840	128	Trial: 128
EF6	NONE	380.40	511.90	7	500	129	Trial: 129
EF6	NONE	381.30	525.50	509	1697	129	Trial: 129
EF6	NONE	378.50	529.70	1706	2847	129	Trial: 129
EF6	NONE	386.40	509.70	7	272	130	Trial: 130
EF6	NONE	387.30	440.80	298	480	130	Trial: 130
EF6	NONE	381.90	511.90	504	2839	130	Trial: 130
EF6	NONE	385.90	510.30	7	2847	131	Trial: 131
EF6	NONE	384.50	519.70	7	688	132	Trial: 132
EF6	NONE	383.10	524.70	697	2786	132	Trial: 132
EF6	NONE	375.60	535.30	2797	2833	132	Trial: 132
EF6	NONE	387.00	511.50	7	466	133	Trial: 133
EF6	NONE	368.20	522.00	476	2845	133	Trial: 133
EF6	NONE	356.00	54.70	7	128	134	Trial: 134
EF6	NONE	341.10	359.30	174	331	134	Trial: 134
EF6	NONE	393.50	480.60	378	535	134	Trial: 134
EF6	NONE	382.10	503.80	547	2832	134	Trial: 134
EF6	NONE	387.20	511.40	7	2836	135	Trial: 135
EF6	NONE	372.90	512.80	7	2830	136	Trial: 136
EF6	NONE	380.30	512.90	7	2847	137	Trial: 137
EF6	AFTER	387.40	510.90	7	1141	138	Trial: 138
EF6	BEFORE	385.40	505.90	1402	2834	138	Trial: 138
EF6	NONE	382.30	519.10	7	2835	139	Trial: 139
EF6	NONE	388.80	510.00	7	586	140	Trial: 140
EF6	NONE	381.70	505.90	593	2830	140	Trial: 140
EF6	NONE	391.30	518.50	7	1115	141	Trial: 141
EF6	NONE	388.90	523.60	1126	1521	141	Trial: 141
EF6	NONE	391.80	523.80	1529	2837	141	Trial: 141
EF6	NONE	378.80	514.60	7	2848	142	Trial: 142
EF6	NONE	398.50	519.10	7	2837	143	Trial: 143
EF6	NONE	393.40	514.40	7	727	144	Trial: 144
EF6	NONE	395.80	531.20	737	1032	144	Trial: 144
EF6	AFTER	394.70	521.80	1041	1293	144	Trial: 144
EF6	BEFORE	396.60	525.20	1522	2846	144	Trial: 144
EF6	AFTER	392.70	507.80	7	830	145	Trial: 145
EF6	BEFORE	398.10	509.50	1012	2831	145	Trial: 145
EF6	NONE	399.70	507.40	7	2829	146	Trial: 146
EF6	NONE	385.80	513.40	7	2834	147	Trial: 147
EF6	NONE	385.70	518.60	7	2837	148	Trial: 148
EF6	NONE	391.00	518.40	7	2765	149	Trial: 149
EF6	NONE	393.40	516.40	7	2834	150	Trial: 150
EF6	AFTER	375.60	511.30	7	1074	151	Trial: 151
EF6	BEFORE	371.60	517.60	1312	1789	151	Trial: 151
EF6	NONE	367.40	518.10	1796	2842	151	Trial: 151
EF6	NONE	380.00	512.30	7	2831	152	Trial: 152
EF6	NONE	384.50	505.60	7	2831	153	Trial: 153
EF6	AFTER	379.30	510.20	7	685	154	Trial: 154
EF6	BEFORE	362.00	524.00	899	1052	154	Trial: 154
EF6	NONE	369.90	504.80	1061	2829	154	Trial: 154
EF6	AFTER	387.60	513.80	7	1229	155	Trial: 155
EF6	BEFORE	373.40	525.10	1463	2258	155	Trial: 155
EF6	NONE	366.00	516.20	2265	2830	155	Trial: 155
EF6	NONE	372.10	515.20	7	2829	156	Trial: 156
EF6	AFTER	381.30	514.90	7	1069	157	Trial: 157
EF6	BEFORE	390.10	504.00	1321	1424	157	Trial: 157
EF6	NONE	383.60	505.70	1435	2832	157	Trial: 157
EF6	AFTER	388.10	515.70	7	1834	158	Trial: 158
EF6	BEFORE	394.90	514.10	2067	2830	158	Trial: 158
EF6	NONE	382.10	506.50	7	1181	159	Trial: 159
EF6	NONE	383.00	499.30	1192	2842	159	Trial: 159
EF6	NONE	376.20	502.30	7	490	160	Trial: 160
EF6	NONE	361.90	529.20	505	1751	160	Trial: 160
EF6	NONE	374.00	510.70	1759	2830	160	Trial: 160
EF6	NONE	393.10	463.10	7	248	161	Trial: 161
EF6	AFTER	404.80	477.00	260	473	161	Trial: 161
EF6	BEFORE	403.60	475.80	743	1414	161	Trial: 161
EF6	NONE	411.80	482.90	1421	2829	161	Trial: 161
EF6	AFTER	384.40	517.10	7	324	162	Trial: 162
EF6	BEFORE	371.40	525.00	544	1435	162	Trial: 162
EF6	NONE	381.00	517.00	1444	2829	162	Trial: 162
EF6	NONE	378.60	515.40	7	2840	163	Trial: 163
EF6	AFTER	363.10	520.50	7	1074	164	Trial: 164
EF6	BEFORE	368.30	521.20	1328	2835	164	Trial: 164
EF6	NONE	383.20	518.70	7	2839	165	Trial: 165
EF6	NONE	403.30	507.00	7	2834	166	Trial: 166
EF6	NONE	396.50	502.10	7	2830	167	Trial: 167
EF6	AFTER	379.70	509.30	7	1332	168	Trial: 168
EF6	BEFORE	383.20	504.60	1570	2829	168	Trial: 168
EF6	NONE	382.70	511.40	7	2830	169	Trial: 169
EF6	AFTER	382.20	511.80	7	1151	170	Trial: 170
EF6	BEFORE	389.90	509.90	1354	1590	170	Trial: 170
EF6	NONE	375.20	516.20	1599	2835	170	Trial: 170
EF6	NONE	377.80	514.00	7	1158	171	Trial: 171
EF6	NONE	377.80	507.80	1166	2835	171	Trial: 171
EF6	NONE	391.40	515.80	7	2829	172	Trial: 172
EF6	NONE	371.10	500.30	7	2833	173	Trial: 173
EF6	NONE	393.70	511.10	7	439	174	Trial: 174
EF6	NONE	412.90	500.70	447	2837	174	Trial: 174
EF6	NONE	386.70	509.20	7	2654	175	Trial: 175
EF6	NONE	388.70	505.60	7	2831	176	Trial: 176
EF6	NONE	383.50	513.20	7	479	177	Trial: 177
EF6	NONE	367.10	519.60	492	1864	177	Trial: 177
EF6	NONE	363.20	524.80	1874	2837	177	Trial: 177
EF6	AFTER	388.50	522.90	7	457	178	Trial: 178
EF6	BEFORE	379.00	525.20	694	2357	178	Trial: 178
EF6	NONE	384.70	577.00	2380	2836	178	Trial: 178
EF6	AFTER	377.90	504.90	7	2033	179	Trial: 179
EF6	BEFORE	367.00	509.10	2251	2835	179	Trial: 179
EF6	AFTER	381.70	508.20	7	741	180	Trial: 180
EF6	BEFORE	373.60	509.20	969	2107	180	Trial: 180
EF6	NONE	387.60	502.60	2115	2840	180	Trial: 180
EF6	NONE	385.80	519.40	7	2843	181	Trial: 181
EF6	NONE	378.30	516.60	7	2839	182	Trial: 182
EF6	NONE	381.30	517.40	7	2837	183	Trial: 183
EF6	NONE	388.60	507.50	7	1083	184	Trial: 184
EF6	NONE	391.90	513.40	1090	2830	184	Trial: 184
EF6	AFTER	383.10	518.60	7	719	185	Trial: 185
EF6	BEFORE	373.40	511.40	979	2839	185	Trial: 185
EF6	NONE	380.30	503.40	7	2843	186	Trial: 186
EF6	NONE	378.00	515.90	7	2830	187	Trial: 187
EF6	AFTER	370.80	525.60	7	2516	188	Trial: 188
EF6	BEFORE	412.50	580.90	2772	2829	188	Trial: 188
EF6	AFTER	390.80	509.00	7	1012	189	Trial: 189
EF6	BEFORE	409.10	515.80	1301	1421	189	Trial: 189
EF6	NONE	410.90	513.60	1434	2829	189	Trial: 189
EF6	AFTER	390.00	515.60	7	1095	190	Trial: 190
EF6	BEFORE	398.60	515.00	1384	1453	190	Trial: 190
EF6	NONE	368.30	518.40	1467	2829	190	Trial: 190
EF6	NONE	410.00	501.10	7	255	191	Trial: 191
EF6	AFTER	418.00	489.20	266	734	191	Trial: 191
EF6	BEFORE	419.10	495.90	1024	2829	191	Trial: 191
EF6	NONE	382.90	507.10	7	1221	192	Trial: 192
EF6	NONE	387.60	512.90	1236	2830	192	Trial: 192
EF6	NONE	373.70	516.20	7	2830	193	Trial: 193
EF6	AFTER	385.00	512.90	7	682	194	Trial: 194
EF6	BEFORE	402.90	519.90	922	2830	194	Trial: 194
EF6	AFTER	395.90	507.60	7	620	195	Trial: 195
EF6	BEFORE	373.20	514.70	881	1033	195	Trial: 195
EF6	NONE	385.50	509.20	1042	2829	195	Trial: 195
EF6	NONE	382.50	513.60	7	492	196	Trial: 196
EF6	NONE	380.30	515.20	501	2841	196	Trial: 196
EF6	NONE	371.60	515.40	7	2836	197	Trial: 197
EF6	NONE	395.90	511.50	7	2847	198	Trial: 198
EF6	NONE	384.50	517.10	7	228	199	Trial: 199
EF6	NONE	354.80	516.50	247	1219	199	Trial: 199
EF6	NONE	355.70	515.00	1227	2830	199	Trial: 199
EF6	NONE	389.60	515.00	7	415	200	Trial: 200
EF6	NONE	398.30	512.40	423	2828	200	Trial: 200
EF6	NONE	390.00	514.50	7	2841	201	Trial: 201
EF6	AFTER	394.80	511.00	7	1483	202	Trial: 202
EF6	BEFORE	404.60	504.00	1739	2837	202	Trial: 202
EF6	NONE	389.00	507.80	7	594	203	Trial: 203
EF6	NONE	396.30	511.40	601	2842	203	Trial: 203
EF6	AFTER	391.90	512.50	7	1089	204	Trial: 204
EF6	BEFORE	399.50	509.50	1315	2832	204	Trial: 204
EF6	NONE	381.50	520.80	7	561	205	Trial: 205
EF6	NONE	372.90	551.70	576	2840	205	Trial: 205
EF6	NONE	373.30	519.00	7	2852	206	Trial: 206
EF6	NONE	388.40	514.20	7	2841	207	Trial: 207
EF6	NONE	389.90	505.30	7	2766	208	Trial: 208
EF6	NONE	384.70	570.80	2794	2829	208	Trial: 208
EF6	NONE	391.20	495.70	7	295	209	Trial: 209
EF6	NONE	387.40	521.40	308	499	209	Trial: 209
EF6	NONE	380.90	527.80	510	2838	209	Trial: 209
EF6	NONE	392.40	513.70	7	2840	210	Trial: 210
EF6	NONE	347.40	530.80	7	2833	211	Trial: 211
EF6	NONE	383.60	517.70	7	376	212	Trial: 212
EF6	AFTER	377.00	516.90	383	1094	212	Trial: 212
EF6	BEFORE	382.40	515.70	1319	2658	212	Trial: 212
EF6	NONE	386.50	582.70	2679	2832	212	Trial: 212
EF6	NONE	370.70	505.60	7	1826	213	Trial: 213
EF6	NONE	359.70	507.40	1838	2844	213	Trial: 213
EF6	NONE	390.80	510.00	7	412	214	Trial: 214
EF6	NONE	383.90	506.40	423	841	214	Trial: 214
EF6	NONE	386.80	498.80	849	1679	214	Trial: 214
EF6	NONE	404.00	507.70	1688	2136	214	Trial: 214
EF6	NONE	398.50	503.00	2152	2829	214	Trial: 214
EF6	NONE	388.40	510.00	7	354	215	Trial: 215
EF6	NONE	386.70	505.60	364	2840	215	Trial: 215
EF6	NONE	387.70	516.00	7	2843	216	Trial: 216
EF6	NONE	382.00	510.90	7	2839	217	Trial: 217
EF6	NONE	386.90	513.20	7	1283	218	Trial: 218
EF6	NONE	383.10	514.90	1292	2840	218	Trial: 218
EF6	NONE	388.10	517.50	7	377	219	Trial: 219
EF6	NONE	375.70	579.30	395	2840	219	Trial: 219
EF6	NONE	407.60	504.60	7	2830	220	Trial: 220
EF6	NONE	390.80	514.60	7	2839	221	Trial: 221
EF6	AFTER	382.50	517.70	7	1160	222	Trial: 222
EF6	BEFORE	375.20	517.20	1354	2829	222	Trial: 222
EF6	NONE	389.80	501.50	7	1837	223	Trial: 223
EF6	NONE	393.20	502.10	1845	2833	223	Trial: 223
EF6	NONE	383.90	516.40	7	2836	224	Trial: 224
EF6	NONE	397.50	508.20	7	750	225	Trial: 225
EF6	NONE	409.30	513.70	759	2839	225	Trial: 225
EF6	NONE	393.80	514.60	7	325	226	Trial: 226
EF6	NONE	387.70	511.10	334	1089	226	Trial: 226
EF6	NONE	393.00	506.40	1097	2839	226	Trial: 226
EF6	NONE	377.40	516.70	7	2832	227	Trial: 227
EF6	NONE	383.00	512.60	7	2831	228	Trial: 228
EF6	NONE	397.60	518.30	7	2714	229	Trial: 229
EF6	AFTER	389.20	511.30	7	502	230	Trial: 230
EF6	BEFORE	394.30	514.60	736	2837	230	Trial: 230
EF6	AFTER	376.00	533.20	7	782	231	Trial: 231
EF6	BEFORE	370.40	548.40	1001	1125	231	Trial: 231
EF6	NONE	364.60	539.90	1133	2832	231	Trial: 231
EF6	NONE	374.10	524.40	7	2832	232	Trial: 232
EF6	NONE	384.30	519.70	7	2829	233	Trial: 233
EF6	NONE	385.30	510.70	7	1510	234	Trial: 234
EF6	NONE	393.20	503.10	1521	2696	234	Trial: 234
EF6	NONE	406.00	565.30	2719	2840	234	Trial: 234
EF6	NONE	388.00	517.20	7	344	235	Trial: 235
EF6	NONE	392.20	523.00	352	2847	235	Trial: 235
EF6	NONE	382.20	515.20	9	1113	236	Trial: 236
EF6	AFTER	368.80	524.20	1122	1450	236	Trial: 236
EF6	BEFORE	387.10	523.30	1711	2840	236	Trial: 236
EF6	NONE	390.50	509.70	7	553	237	Trial: 237
EF6	NONE	374.90	522.20	561	2836	237	Trial: 237
EF6	NONE	388.80	508.40	7	688	238	Trial: 238
EF6	AFTER	384.90	510.50	696	1127	238	Trial: 238
EF6	BEFORE	388.00	520.00	1339	1607	238	Trial: 238
EF6	NONE	380.20	510.10	1616	2835	238	Trial: 238
EF6	NONE	394.00	507.30	7	274	239	Trial: 239
EF6	NONE	378.40	507.50	282	523	239	Trial: 239
EF6	NONE	365.30	507.60	532	1254	239	Trial: 239
EF6	NONE	364.10	499.10	1265	2839	239	Trial: 239
EF6	NONE	384.50	512.70	7	280	240	Trial: 240
EF6	NONE	357.30	517.00	287	2830	240	Trial: 240
