RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_Y	CURRENT_FIX_X	CURRENT_FIX_START	CURRENT_FIX_END	TRIAL_INDEX	TRIAL_LABEL
HT5	NONE	379.90	512.10	7	258	89	Trial: 89
HT5	NONE	381.30	458.30	283	637	89	Trial: 89
HT5	NONE	382.90	434.20	659	947	89	Trial: 89
HT5	NONE	382.30	506.10	973	1206	89	Trial: 89
HT5	NONE	385.90	518.30	1215	2826	89	Trial: 89
HT5	NONE	390.30	510.70	7	2830	90	Trial: 90
HT5	NONE	388.20	518.00	7	568	91	Trial: 91
HT5	NONE	390.50	517.20	574	2840	91	Trial: 91
HT5	NONE	386.00	511.70	7	377	92	Trial: 92
HT5	AFTER	383.30	517.40	395	962	92	Trial: 92
HT5	BEFORE	383.00	526.20	1135	2840	92	Trial: 92
HT5	NONE	381.30	519.10	7	2839	93	Trial: 93
HT5	AFTER	384.10	513.90	7	244	94	Trial: 94
HT5	BEFORE	383.50	515.10	446	1016	94	Trial: 94
HT5	NONE	382.10	514.90	1023	2829	94	Trial: 94
HT5	NONE	384.30	506.70	7	2832	95	Trial: 95
HT5	NONE	388.00	514.90	7	2827	96	Trial: 96
HT5	NONE	365.90	510.80	7	262	97	Trial: 97
HT5	NONE	381.90	517.20	276	773	97	Trial: 97
HT5	AFTER	430.90	560.40	802	915	97	Trial: 97
HT5	BEFORE	408.30	504.10	1210	1353	97	Trial: 97
HT5	NONE	380.40	517.30	1362	2832	97	Trial: 97
HT5	NONE	390.10	521.60	7	2822	98	Trial: 98
HT5	NONE	393.50	509.10	136	729	99	Trial: 99
HT5	NONE	381.90	526.50	736	2830	99	Trial: 99
HT5	NONE	373.40	519.60	7	473	100	Trial: 100
HT5	NONE	386.20	523.20	480	2840	100	Trial: 100
HT5	AFTER	395.40	520.90	7	1613	101	Trial: 101
HT5	BEFORE	393.50	528.70	1764	2829	101	Trial: 101
HT5	NONE	379.90	511.30	7	301	102	Trial: 102
HT5	NONE	379.90	569.70	330	615	102	Trial: 102
HT5	NONE	374.50	503.10	653	2836	102	Trial: 102
HT5	NONE	380.80	520.60	7	2830	103	Trial: 103
HT5	AFTER	386.90	510.80	7	258	104	Trial: 104
HT5	BEFORE	394.70	513.00	455	837	104	Trial: 104
HT5	NONE	350.10	494.10	863	997	104	Trial: 104
HT5	NONE	382.60	515.60	1022	2829	104	Trial: 104
HT5	NONE	388.70	516.80	7	2840	105	Trial: 105
HT5	NONE	382.40	507.00	7	854	106	Trial: 106
HT5	NONE	385.60	506.50	863	2830	106	Trial: 106
HT5	NONE	385.60	513.20	7	277	107	Trial: 107
HT5	NONE	328.80	511.90	310	504	107	Trial: 107
HT5	NONE	318.50	515.50	512	980	107	Trial: 107
HT5	NONE	390.40	510.40	1008	2830	107	Trial: 107
HT5	NONE	382.40	511.80	7	2842	108	Trial: 108
HT5	NONE	377.50	505.80	7	2844	109	Trial: 109
HT5	NONE	391.20	510.80	7	259	110	Trial: 110
HT5	NONE	394.80	511.10	276	497	110	Trial: 110
HT5	NONE	391.80	505.80	518	2830	110	Trial: 110
HT5	NONE	385.10	516.70	7	2840	111	Trial: 111
HT5	NONE	393.70	508.70	7	2713	112	Trial: 112
HT5	NONE	398.20	506.50	2735	2840	112	Trial: 112
HT5	NONE	382.20	518.50	7	2839	113	Trial: 113
HT5	NONE	384.10	513.50	7	389	114	Trial: 114
HT5	NONE	395.20	515.60	398	2848	114	Trial: 114
HT5	NONE	377.20	509.80	7	703	115	Trial: 115
HT5	NONE	376.30	506.00	722	2831	115	Trial: 115
HT5	NONE	389.90	516.60	7	2840	116	Trial: 116
HT5	NONE	388.10	518.00	7	2830	117	Trial: 117
HT5	NONE	382.20	516.80	7	2838	118	Trial: 118
HT5	NONE	390.90	524.90	7	2832	119	Trial: 119
HT5	NONE	385.20	517.50	7	315	120	Trial: 120
HT5	NONE	347.40	561.90	343	557	120	Trial: 120
HT5	NONE	334.10	573.10	571	711	120	Trial: 120
HT5	NONE	387.00	515.20	744	2839	120	Trial: 120
HT5	NONE	385.70	506.50	7	325	121	Trial: 121
HT5	NONE	384.30	531.50	350	581	121	Trial: 121
HT5	NONE	382.80	515.20	603	2830	121	Trial: 121
HT5	NONE	380.40	510.90	7	2829	122	Trial: 122
HT5	NONE	393.60	509.90	7	434	123	Trial: 123
HT5	NONE	389.30	519.50	461	747	123	Trial: 123
HT5	NONE	361.70	499.50	772	991	123	Trial: 123
HT5	NONE	392.00	522.20	1015	2835	123	Trial: 123
HT5	NONE	397.10	513.70	7	431	124	Trial: 124
HT5	NONE	375.70	528.20	456	2179	124	Trial: 124
HT5	NONE	368.00	531.40	2186	2840	124	Trial: 124
HT5	NONE	379.00	534.40	7	2833	125	Trial: 125
HT5	NONE	374.20	528.70	7	2839	126	Trial: 126
HT5	NONE	384.70	513.20	7	818	127	Trial: 127
HT5	NONE	386.00	517.50	824	2830	127	Trial: 127
HT5	NONE	382.40	510.90	7	611	128	Trial: 128
HT5	NONE	385.80	517.00	619	2839	128	Trial: 128
HT5	NONE	378.20	508.20	7	280	129	Trial: 129
HT5	NONE	333.60	509.60	302	558	129	Trial: 129
HT5	NONE	371.10	514.40	584	1393	129	Trial: 129
HT5	NONE	360.10	519.90	1410	2831	129	Trial: 129
HT5	NONE	384.60	513.10	7	370	130	Trial: 130
HT5	AFTER	380.00	511.30	390	903	130	Trial: 130
HT5	BEFORE	373.60	517.10	1110	2835	130	Trial: 130
HT5	NONE	383.30	519.40	7	2843	131	Trial: 131
HT5	NONE	385.90	509.80	7	1142	132	Trial: 132
HT5	NONE	394.40	523.60	1159	2840	132	Trial: 132
HT5	NONE	381.90	515.50	7	794	133	Trial: 133
HT5	NONE	388.30	506.90	812	1427	133	Trial: 133
HT5	NONE	388.60	504.90	1434	2832	133	Trial: 133
HT5	NONE	380.90	517.60	7	663	134	Trial: 134
HT5	NONE	377.90	526.10	684	2789	134	Trial: 134
HT5	NONE	375.10	522.00	7	2707	135	Trial: 135
HT5	NONE	385.80	520.10	2728	2831	135	Trial: 135
HT5	NONE	389.30	514.80	7	2832	136	Trial: 136
HT5	NONE	381.30	515.50	7	265	137	Trial: 137
HT5	NONE	380.70	521.80	283	1726	137	Trial: 137
HT5	NONE	388.10	523.60	1744	2833	137	Trial: 137
HT5	NONE	391.00	507.30	7	2833	138	Trial: 138
HT5	NONE	386.40	516.60	7	270	139	Trial: 139
HT5	NONE	383.40	582.50	296	541	139	Trial: 139
HT5	NONE	380.30	530.70	576	731	139	Trial: 139
HT5	NONE	378.90	518.80	747	2829	139	Trial: 139
HT5	NONE	389.10	518.40	7	712	140	Trial: 140
HT5	AFTER	383.80	517.20	720	1256	140	Trial: 140
HT5	BEFORE	387.10	525.70	1418	2830	140	Trial: 140
HT5	NONE	388.60	512.50	7	664	141	Trial: 141
HT5	NONE	387.90	495.80	692	2834	141	Trial: 141
HT5	NONE	384.90	499.60	7	2637	142	Trial: 142
HT5	NONE	390.40	489.50	2654	2829	142	Trial: 142
HT5	NONE	381.90	517.20	7	754	143	Trial: 143
HT5	NONE	391.20	511.90	774	2840	143	Trial: 143
HT5	NONE	387.20	512.60	7	1646	144	Trial: 144
HT5	NONE	383.10	506.10	1653	2650	144	Trial: 144
HT5	NONE	380.40	512.60	2659	2803	144	Trial: 144
HT5	NONE	380.70	506.60	7	421	145	Trial: 145
HT5	NONE	384.00	513.50	430	2833	145	Trial: 145
HT5	NONE	385.40	502.30	7	2839	146	Trial: 146
HT5	NONE	382.00	516.80	7	1595	147	Trial: 147
HT5	NONE	390.90	516.30	1601	2502	147	Trial: 147
HT5	NONE	451.90	457.70	2538	2830	147	Trial: 147
HT5	AFTER	381.00	513.10	7	95	148	Trial: 148
HT5	BEFORE	379.70	515.40	403	2564	148	Trial: 148
HT5	NONE	378.20	521.80	2584	2832	148	Trial: 148
HT5	NONE	383.30	512.30	7	1058	149	Trial: 149
HT5	NONE	394.00	510.30	1065	2833	149	Trial: 149
HT5	NONE	338.70	523.60	7	2839	150	Trial: 150
HT5	NONE	384.70	502.50	7	2831	151	Trial: 151
HT5	NONE	369.70	518.30	7	258	152	Trial: 152
HT5	NONE	390.70	506.50	277	2837	152	Trial: 152
HT5	NONE	391.70	506.20	7	2623	153	Trial: 153
HT5	NONE	389.00	517.00	2633	2830	153	Trial: 153
HT5	NONE	392.00	509.50	7	2830	154	Trial: 154
HT5	NONE	387.70	511.80	7	249	155	Trial: 155
HT5	NONE	396.20	526.00	267	2729	155	Trial: 155
HT5	NONE	396.30	528.90	2736	2848	155	Trial: 155
HT5	NONE	392.60	503.50	7	2830	156	Trial: 156
HT5	NONE	383.40	511.40	7	308	157	Trial: 157
HT5	NONE	385.60	572.50	335	516	157	Trial: 157
HT5	NONE	388.50	517.70	550	2831	157	Trial: 157
HT5	NONE	387.60	520.90	7	1714	158	Trial: 158
HT5	NONE	376.70	529.20	1742	2748	158	Trial: 158
HT5	NONE	346.70	567.40	2770	2830	158	Trial: 158
HT5	NONE	380.90	518.20	7	2837	159	Trial: 159
HT5	NONE	349.00	466.00	7	226	160	Trial: 160
HT5	NONE	383.10	485.70	253	402	160	Trial: 160
HT5	NONE	396.10	504.60	411	2836	160	Trial: 160
HT5	NONE	387.60	507.40	7	2831	161	Trial: 161
HT5	NONE	381.40	509.40	7	2832	162	Trial: 162
HT5	NONE	387.30	515.30	7	2842	163	Trial: 163
HT5	NONE	382.80	505.40	7	2830	164	Trial: 164
HT5	NONE	382.50	512.60	7	842	165	Trial: 165
HT5	NONE	333.50	509.60	867	1191	165	Trial: 165
HT5	NONE	382.40	503.00	1218	2829	165	Trial: 165
HT5	NONE	406.30	486.00	7	248	166	Trial: 166
HT5	NONE	397.90	510.00	256	2832	166	Trial: 166
HT5	NONE	385.60	520.50	7	2279	167	Trial: 167
HT5	NONE	391.20	491.00	2302	2830	167	Trial: 167
HT5	NONE	399.60	510.60	7	236	168	Trial: 168
HT5	NONE	385.50	516.60	250	2833	168	Trial: 168
HT5	NONE	384.90	509.10	7	1590	169	Trial: 169
HT5	NONE	390.10	512.50	1597	2830	169	Trial: 169
HT5	NONE	381.40	511.00	7	335	170	Trial: 170
HT5	NONE	376.50	514.80	362	647	170	Trial: 170
HT5	NONE	380.70	511.40	666	2844	170	Trial: 170
HT5	AFTER	386.80	510.70	7	220	171	Trial: 171
HT5	BEFORE	392.80	510.40	436	2838	171	Trial: 171
HT5	NONE	391.40	511.90	7	323	172	Trial: 172
HT5	NONE	393.50	510.50	355	1581	172	Trial: 172
HT5	NONE	386.60	518.10	1595	2835	172	Trial: 172
HT5	NONE	380.40	516.10	7	1435	173	Trial: 173
HT5	NONE	372.80	520.40	1455	2829	173	Trial: 173
HT5	NONE	381.20	517.30	7	27	174	Trial: 174
HT5	NONE	377.10	523.80	44	233	174	Trial: 174
HT5	NONE	380.70	516.70	265	1805	174	Trial: 174
HT5	AFTER	384.60	521.50	1812	2476	174	Trial: 174
HT5	BOTH	399.80	534.20	2584	2618	174	Trial: 174
HT5	BEFORE	391.90	533.80	2647	2828	174	Trial: 174
HT5	NONE	382.60	508.10	7	337	175	Trial: 175
HT5	NONE	421.70	549.00	370	612	175	Trial: 175
HT5	AFTER	381.60	509.70	645	2448	175	Trial: 175
HT5	BEFORE	385.70	482.40	2651	2830	175	Trial: 175
HT5	NONE	389.10	509.80	7	292	176	Trial: 176
HT5	NONE	408.10	474.30	316	472	176	Trial: 176
HT5	NONE	387.90	501.30	492	2829	176	Trial: 176
HT5	NONE	417.10	504.70	7	251	177	Trial: 177
HT5	NONE	393.20	532.30	268	2831	177	Trial: 177
HT5	NONE	378.20	515.00	7	1420	178	Trial: 178
HT5	NONE	381.90	514.00	1441	2836	178	Trial: 178
HT5	NONE	378.50	508.60	7	2834	179	Trial: 179
HT5	NONE	387.20	515.30	7	2834	180	Trial: 180
HT5	NONE	386.90	507.20	7	1191	181	Trial: 181
HT5	NONE	388.30	517.90	1200	2680	181	Trial: 181
HT5	NONE	391.00	508.30	2703	2830	181	Trial: 181
HT5	NONE	380.60	511.50	7	853	182	Trial: 182
HT5	NONE	402.20	485.50	883	992	182	Trial: 182
HT5	NONE	380.00	509.00	1013	2830	182	Trial: 182
HT5	NONE	387.30	518.00	7	2832	183	Trial: 183
HT5	NONE	377.20	513.80	7	376	184	Trial: 184
HT5	NONE	413.60	548.80	401	564	184	Trial: 184
HT5	NONE	383.40	512.70	589	2581	184	Trial: 184
HT5	NONE	381.60	500.10	2602	2830	184	Trial: 184
HT5	NONE	377.60	507.70	7	2830	185	Trial: 185
HT5	NONE	380.30	519.10	7	2837	186	Trial: 186
HT5	NONE	385.10	512.70	7	313	187	Trial: 187
HT5	NONE	428.80	549.20	340	518	187	Trial: 187
HT5	NONE	414.00	516.60	549	687	187	Trial: 187
HT5	NONE	388.80	513.80	701	2839	187	Trial: 187
HT5	NONE	386.70	500.50	7	2784	188	Trial: 188
HT5	NONE	393.50	521.10	7	2830	189	Trial: 189
HT5	NONE	386.90	509.00	7	2838	190	Trial: 190
HT5	NONE	383.30	514.00	7	2830	191	Trial: 191
HT5	NONE	368.80	500.60	7	242	192	Trial: 192
HT5	NONE	384.30	511.60	251	2835	192	Trial: 192
HT5	NONE	384.60	533.80	7	2829	193	Trial: 193
HT5	NONE	386.60	515.40	7	444	194	Trial: 194
HT5	NONE	385.00	518.50	452	690	194	Trial: 194
HT5	NONE	389.90	513.50	707	1473	194	Trial: 194
HT5	NONE	387.40	512.20	1480	2830	194	Trial: 194
HT5	NONE	383.30	513.40	7	35	195	Trial: 195
HT5	NONE	380.50	505.30	56	331	195	Trial: 195
HT5	NONE	443.80	526.90	361	505	195	Trial: 195
HT5	NONE	390.70	520.60	532	699	195	Trial: 195
HT5	NONE	380.90	522.50	709	2833	195	Trial: 195
HT5	NONE	381.80	516.30	7	1402	196	Trial: 196
HT5	NONE	404.40	521.20	1429	1583	196	Trial: 196
HT5	NONE	389.50	517.10	1596	2830	196	Trial: 196
HT5	NONE	384.40	511.40	7	553	197	Trial: 197
HT5	AFTER	391.50	516.20	562	2555	197	Trial: 197
HT5	BEFORE	388.10	517.40	2754	2839	197	Trial: 197
HT5	NONE	384.20	508.20	7	354	198	Trial: 198
HT5	NONE	389.00	508.80	360	2847	198	Trial: 198
HT5	NONE	380.10	508.80	9	264	199	Trial: 199
HT5	NONE	377.30	517.20	275	2830	199	Trial: 199
HT5	NONE	386.80	511.60	7	296	200	Trial: 200
HT5	NONE	434.10	559.30	336	926	200	Trial: 200
HT5	NONE	394.30	510.20	951	2841	200	Trial: 200
HT5	NONE	384.40	515.70	7	641	201	Trial: 201
HT5	NONE	383.70	514.90	648	1774	201	Trial: 201
HT5	NONE	395.50	509.30	1790	2836	201	Trial: 201
HT5	NONE	382.30	507.70	7	1134	202	Trial: 202
HT5	NONE	378.60	513.30	1154	1498	202	Trial: 202
HT5	NONE	387.00	507.40	1510	2828	202	Trial: 202
HT5	NONE	383.60	510.40	7	524	203	Trial: 203
HT5	NONE	381.40	502.80	544	2848	203	Trial: 203
HT5	NONE	393.90	509.10	7	2840	204	Trial: 204
HT5	NONE	380.80	519.90	7	2355	205	Trial: 205
HT5	NONE	384.60	581.90	2379	2609	205	Trial: 205
HT5	NONE	385.20	534.80	2633	2841	205	Trial: 205
HT5	NONE	388.10	514.50	7	586	206	Trial: 206
HT5	NONE	389.50	510.70	607	2838	206	Trial: 206
HT5	NONE	377.40	521.40	7	2844	207	Trial: 207
HT5	NONE	384.60	510.20	7	576	208	Trial: 208
HT5	NONE	391.20	510.00	596	2839	208	Trial: 208
HT5	NONE	386.70	513.00	7	570	209	Trial: 209
HT5	NONE	386.00	516.20	577	852	209	Trial: 209
HT5	NONE	379.70	514.90	865	2843	209	Trial: 209
HT5	NONE	391.20	515.50	7	2840	210	Trial: 210
HT5	NONE	388.90	517.60	7	2830	211	Trial: 211
HT5	AFTER	386.90	511.00	7	223	212	Trial: 212
HT5	BEFORE	381.80	515.10	452	2381	212	Trial: 212
HT5	NONE	382.50	553.10	2403	2562	212	Trial: 212
HT5	NONE	379.20	515.90	2587	2846	212	Trial: 212
HT5	NONE	374.90	515.00	7	401	213	Trial: 213
HT5	NONE	407.70	501.60	434	566	213	Trial: 213
HT5	NONE	376.00	502.90	580	1412	213	Trial: 213
HT5	NONE	377.90	509.20	1419	2840	213	Trial: 213
HT5	NONE	386.60	515.30	7	2840	214	Trial: 214
HT5	NONE	384.90	513.00	7	266	215	Trial: 215
HT5	NONE	395.60	580.60	293	502	215	Trial: 215
HT5	NONE	384.80	528.30	538	756	215	Trial: 215
HT5	NONE	375.10	525.10	774	1423	215	Trial: 215
HT5	NONE	386.80	518.70	1432	2851	215	Trial: 215
HT5	NONE	389.90	514.20	7	384	216	Trial: 216
HT5	NONE	390.30	511.30	403	2352	216	Trial: 216
HT5	NONE	392.20	561.10	2373	2750	216	Trial: 216
HT5	NONE	396.00	520.80	2775	2838	216	Trial: 216
HT5	NONE	379.60	504.10	7	1285	217	Trial: 217
HT5	NONE	385.90	503.80	1295	2839	217	Trial: 217
HT5	NONE	384.50	516.10	7	2830	218	Trial: 218
HT5	NONE	379.50	500.70	7	2839	219	Trial: 219
HT5	AFTER	380.00	512.50	7	302	220	Trial: 220
HT5	BEFORE	376.00	530.90	622	834	220	Trial: 220
HT5	NONE	383.00	533.30	851	2840	220	Trial: 220
HT5	NONE	383.00	513.30	7	270	221	Trial: 221
HT5	NONE	392.90	574.90	308	460	221	Trial: 221
HT5	NONE	381.60	507.00	499	2835	221	Trial: 221
HT5	NONE	389.70	506.80	7	1786	222	Trial: 222
HT5	NONE	399.20	505.20	1801	2845	222	Trial: 222
HT5	NONE	384.30	514.00	7	647	223	Trial: 223
HT5	NONE	386.60	509.00	668	843	223	Trial: 223
HT5	NONE	412.70	507.50	862	2839	223	Trial: 223
HT5	NONE	398.40	504.90	7	2830	224	Trial: 224
HT5	NONE	383.60	515.10	7	2755	225	Trial: 225
HT5	NONE	377.00	511.30	7	307	226	Trial: 226
HT5	NONE	386.40	509.80	318	613	226	Trial: 226
HT5	NONE	361.80	505.40	641	947	226	Trial: 226
HT5	NONE	388.80	506.30	968	2850	226	Trial: 226
HT5	NONE	385.20	505.70	7	2841	227	Trial: 227
HT5	NONE	393.90	520.40	7	2836	228	Trial: 228
HT5	NONE	385.50	505.30	7	2840	229	Trial: 229
HT5	NONE	389.30	511.40	7	305	230	Trial: 230
HT5	NONE	355.40	556.80	332	532	230	Trial: 230
HT5	NONE	387.70	520.00	559	1431	230	Trial: 230
HT5	NONE	397.70	518.80	1452	2839	230	Trial: 230
HT5	NONE	380.00	500.70	7	280	231	Trial: 231
HT5	NONE	345.90	547.40	311	485	231	Trial: 231
HT5	NONE	383.70	503.10	519	1529	231	Trial: 231
HT5	NONE	379.40	496.60	1549	2830	231	Trial: 231
HT5	NONE	382.20	506.80	7	728	232	Trial: 232
HT5	NONE	388.50	501.60	748	2840	232	Trial: 232
HT5	NONE	389.60	513.50	7	2829	233	Trial: 233
HT5	NONE	378.40	520.30	7	2841	234	Trial: 234
