RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_LABEL	TRIAL_INDEX
CLExN6	NONE	647.30	541.40	Trial: 173	173
CLExN6	NONE	639.20	540.20	Trial: 174	174
CLExN6	NONE	641.30	537.10	Trial: 174	174
CLExN6	NONE	625.00	550.40	Trial: 175	175
CLExN6	NONE	637.40	533.20	Trial: 175	175
CLExN6	NONE	609.10	547.00	Trial: 176	176
CLExN6	NONE	635.00	540.00	Trial: 176	176
CLExN6	NONE	651.50	534.50	Trial: 176	176
CLExN6	NONE	638.70	534.50	Trial: 176	176
CLExN6	NONE	632.10	540.50	Trial: 177	177
CLExN6	NONE	624.00	550.10	Trial: 178	178
CLExN6	NONE	642.60	537.20	Trial: 178	178
CLExN6	NONE	629.40	580.20	Trial: 179	179
CLExN6	NONE	619.80	550.60	Trial: 179	179
CLExN6	NONE	638.90	546.10	Trial: 179	179
CLExN6	NONE	636.50	530.30	Trial: 179	179
CLExN6	NONE	634.90	540.60	Trial: 180	180
CLExN6	NONE	636.00	525.80	Trial: 180	180
CLExN6	NONE	620.00	529.20	Trial: 181	181
CLExN6	NONE	628.40	529.30	Trial: 181	181
CLExN6	NONE	635.70	527.10	Trial: 181	181
CLExN6	NONE	601.00	482.70	Trial: 182	182
CLExN6	NONE	630.30	521.80	Trial: 182	182
CLExN6	NONE	621.10	550.30	Trial: 183	183
CLExN6	NONE	636.50	529.60	Trial: 183	183
CLExN6	NONE	654.10	548.00	Trial: 184	184
CLExN6	NONE	639.00	522.70	Trial: 184	184
CLExN6	NONE	663.80	838.70	Trial: 185	185
CLExN6	NONE	635.50	614.70	Trial: 185	185
CLExN6	NONE	672.10	561.90	Trial: 185	185
CLExN6	NONE	653.80	527.90	Trial: 185	185
CLExN6	NONE	654.30	870.30	Trial: 186	186
CLExN6	NONE	606.50	584.60	Trial: 186	186
CLExN6	NONE	644.00	533.70	Trial: 186	186
CLExN6	NONE	641.40	514.30	Trial: 186	186
CLExN6	NONE	630.90	533.30	Trial: 187	187
CLExN6	NONE	632.10	515.60	Trial: 187	187
CLExN6	NONE	634.40	501.20	Trial: 187	187
CLExN6	NONE	618.60	504.90	Trial: 187	187
CLExN6	NONE	626.30	538.90	Trial: 188	188
CLExN6	NONE	644.30	518.70	Trial: 188	188
CLExN6	NONE	644.80	517.80	Trial: 188	188
CLExN6	NONE	688.30	564.00	Trial: 189	189
CLExN6	NONE	655.40	530.70	Trial: 189	189
CLExN6	NONE	642.80	526.50	Trial: 189	189
CLExN6	NONE	644.30	543.30	Trial: 190	190
CLExN6	NONE	646.80	531.90	Trial: 190	190
CLExN6	NONE	672.00	536.70	Trial: 191	191
CLExN6	NONE	683.50	537.10	Trial: 191	191
CLExN6	NONE	649.40	520.10	Trial: 191	191
CLExN6	NONE	667.90	527.70	Trial: 192	192
CLExN6	NONE	657.80	514.60	Trial: 192	192
CLExN6	NONE	636.90	504.90	Trial: 192	192
CLExN6	NONE	731.30	510.40	Trial: 193	193
CLExN6	NONE	696.90	511.90	Trial: 193	193
CLExN6	NONE	634.40	500.10	Trial: 193	193
CLExN6	NONE	624.00	509.70	Trial: 193	193
CLExN6	NONE	661.70	528.30	Trial: 194	194
CLExN6	NONE	636.60	512.40	Trial: 194	194
CLExN6	NONE	628.50	504.60	Trial: 194	194
CLExN6	NONE	615.80	635.20	Trial: 195	195
CLExN6	NONE	637.70	504.70	Trial: 195	195
CLExN6	NONE	641.00	522.80	Trial: 196	196
CLExN6	NONE	636.40	523.80	Trial: 197	197
CLExN6	NONE	625.90	532.70	Trial: 198	198
CLExN6	NONE	638.50	520.20	Trial: 198	198
CLExN6	NONE	635.00	534.00	Trial: 199	199
CLExN6	NONE	642.90	520.90	Trial: 199	199
CLExN6	NONE	634.20	514.30	Trial: 199	199
CLExN6	NONE	608.20	525.70	Trial: 200	200
CLExN6	NONE	628.90	516.50	Trial: 200	200
CLExN6	NONE	624.60	541.20	Trial: 201	201
CLExN6	NONE	638.30	522.60	Trial: 201	201
CLExN6	NONE	635.70	494.40	Trial: 202	202
CLExN6	NONE	645.30	514.00	Trial: 202	202
CLExN6	NONE	630.30	516.60	Trial: 202	202
CLExN6	NONE	606.30	530.10	Trial: 203	203
CLExN6	NONE	630.20	516.40	Trial: 203	203
CLExN6	NONE	616.40	523.00	Trial: 204	204
CLExN6	NONE	640.20	518.70	Trial: 204	204
CLExN6	NONE	627.60	516.60	Trial: 204	204
CLExN6	NONE	626.10	542.00	Trial: 205	205
CLExN6	NONE	637.50	519.70	Trial: 205	205
CLExN6	NONE	623.00	512.60	Trial: 205	205
CLExN6	NONE	619.00	537.40	Trial: 206	206
CLExN6	NONE	636.90	519.00	Trial: 206	206
CLExN6	NONE	598.70	532.80	Trial: 207	207
CLExN6	NONE	637.00	523.80	Trial: 207	207
CLExN6	NONE	631.70	515.20	Trial: 207	207
CLExN6	NONE	617.90	532.80	Trial: 208	208
CLExN6	NONE	634.90	527.00	Trial: 208	208
CLExN6	NONE	669.80	526.70	Trial: 209	209
CLExN6	NONE	647.30	523.80	Trial: 209	209
CLExN6	NONE	630.10	521.10	Trial: 209	209
CLExN6	NONE	640.70	535.00	Trial: 210	210
