RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_START	CURRENT_FIX_END	TRIAL_INDEX	TRIAL_LABEL
18AW12	NONE	513.40	397.00	7	286	112	Trial: 112
18AW12	NONE	495.20	379.30	294	941	112	Trial: 112
18AW12	NONE	500.50	385.80	951	2079	112	Trial: 112
18AW12	NONE	508.70	381.00	7	275	113	Trial: 113
18AW12	NONE	502.70	392.70	283	2087	113	Trial: 113
18AW12	NONE	507.10	380.60	7	2078	114	Trial: 114
18AW12	NONE	514.70	396.00	7	305	115	Trial: 115
18AW12	NONE	499.50	391.70	316	555	115	Trial: 115
18AW12	NONE	510.90	376.40	564	2086	115	Trial: 115
18AW12	NONE	512.30	371.50	7	2089	116	Trial: 116
18AW12	NONE	504.20	389.30	7	2081	117	Trial: 117
18AW12	NONE	511.60	384.50	7	258	118	Trial: 118
18AW12	NONE	507.90	395.60	269	1933	118	Trial: 118
18AW12	NONE	506.10	393.10	1940	2088	118	Trial: 118
18AW12	NONE	513.50	391.30	7	2084	119	Trial: 119
18AW12	NONE	515.70	390.20	7	2077	120	Trial: 120
18AW12	NONE	514.00	386.50	7	2085	121	Trial: 121
18AW12	NONE	511.90	388.60	7	2078	122	Trial: 122
18AW12	NONE	520.70	380.30	7	561	123	Trial: 123
18AW12	NONE	517.80	379.80	572	2090	123	Trial: 123
18AW12	NONE	511.10	390.00	7	924	124	Trial: 124
18AW12	NONE	513.10	396.60	931	2090	124	Trial: 124
18AW12	NONE	509.00	387.50	7	1714	125	Trial: 125
18AW12	NONE	516.20	385.00	1723	2083	125	Trial: 125
18AW12	NONE	498.30	394.70	7	481	126	Trial: 126
18AW12	NONE	486.60	396.00	489	2078	126	Trial: 126
18AW12	NONE	523.00	387.90	7	1369	127	Trial: 127
18AW12	NONE	505.00	398.30	1377	2081	127	Trial: 127
18AW12	NONE	515.90	381.00	7	695	128	Trial: 128
18AW12	NONE	516.20	383.00	705	2080	128	Trial: 128
18AW12	NONE	506.90	389.90	7	588	129	Trial: 129
18AW12	NONE	491.40	387.30	601	2087	129	Trial: 129
18AW12	NONE	494.20	379.70	7	2081	130	Trial: 130
18AW12	NONE	509.70	387.00	7	114	131	Trial: 131
18AW12	NONE	525.30	390.10	123	312	131	Trial: 131
18AW12	NONE	508.80	390.50	320	512	131	Trial: 131
18AW12	NONE	510.60	386.80	523	2079	131	Trial: 131
18AW12	NONE	511.60	388.00	7	1755	132	Trial: 132
18AW12	NONE	497.30	384.50	1765	2078	132	Trial: 132
18AW12	NONE	518.40	392.60	7	2086	133	Trial: 133
18AW12	NONE	513.40	389.50	7	33	134	Trial: 134
18AW12	NONE	538.10	386.30	46	243	134	Trial: 134
18AW12	NONE	520.50	393.10	253	2096	134	Trial: 134
18AW12	NONE	509.90	384.40	7	35	135	Trial: 135
18AW12	NONE	523.90	377.10	43	1526	135	Trial: 135
18AW12	NONE	512.60	376.70	1535	1787	135	Trial: 135
18AW12	NONE	524.20	381.10	1800	2084	135	Trial: 135
18AW12	NONE	539.80	381.20	7	2078	136	Trial: 136
18AW12	NONE	495.70	386.90	7	2079	137	Trial: 137
18AW12	NONE	535.20	384.90	7	203	138	Trial: 138
18AW12	NONE	513.70	395.70	214	1700	138	Trial: 138
18AW12	NONE	527.00	394.70	1717	1936	138	Trial: 138
18AW12	NONE	514.70	392.60	1945	2095	138	Trial: 138
18AW12	NONE	472.60	364.20	7	330	139	Trial: 139
18AW12	NONE	492.90	361.70	338	1337	139	Trial: 139
18AW12	NONE	515.40	365.60	1349	1488	139	Trial: 139
18AW12	NONE	497.10	372.50	1497	2082	139	Trial: 139
18AW12	NONE	516.30	383.50	7	1597	140	Trial: 140
18AW12	NONE	516.00	381.70	1607	2080	140	Trial: 140
18AW12	NONE	505.20	379.40	7	426	141	Trial: 141
18AW12	NONE	516.10	377.00	439	1388	141	Trial: 141
18AW12	NONE	542.10	374.80	1404	1558	141	Trial: 141
18AW12	NONE	513.60	373.20	1568	2085	141	Trial: 141
18AW12	NONE	524.80	370.50	7	266	142	Trial: 142
18AW12	NONE	511.40	381.20	278	2089	142	Trial: 142
18AW12	NONE	506.90	386.50	7	849	143	Trial: 143
18AW12	NONE	506.20	396.60	932	2088	143	Trial: 143
18AW12	NONE	498.00	382.10	7	219	144	Trial: 144
18AW12	NONE	508.30	386.60	231	2086	144	Trial: 144
18AW12	NONE	507.70	383.60	7	2079	145	Trial: 145
18AW12	AFTER	508.20	388.20	7	307	146	Trial: 146
18AW12	BEFORE	502.80	383.40	571	2079	146	Trial: 146
18AW12	NONE	520.00	385.30	7	2078	147	Trial: 147
18AW12	NONE	510.10	380.70	7	2088	148	Trial: 148
18AW12	NONE	519.20	379.90	7	1806	149	Trial: 149
18AW12	NONE	507.10	379.10	1818	2047	149	Trial: 149
18AW12	NONE	510.70	383.60	7	1703	150	Trial: 150
18AW12	NONE	518.30	382.90	1713	2087	150	Trial: 150
18AW12	NONE	518.10	385.50	7	731	151	Trial: 151
18AW12	NONE	549.40	381.60	753	931	151	Trial: 151
18AW12	NONE	523.60	386.00	946	2079	151	Trial: 151
18AW12	NONE	510.10	387.20	7	322	152	Trial: 152
18AW12	NONE	523.90	386.70	332	446	152	Trial: 152
18AW12	NONE	502.60	386.60	455	665	152	Trial: 152
18AW12	NONE	515.20	378.70	675	2080	152	Trial: 152
18AW12	NONE	505.20	386.50	7	593	153	Trial: 153
18AW12	NONE	522.40	382.00	613	918	153	Trial: 153
18AW12	NONE	514.40	382.80	927	2082	153	Trial: 153
18AW12	NONE	509.90	387.60	7	407	154	Trial: 154
18AW12	NONE	505.00	379.10	415	622	154	Trial: 154
18AW12	NONE	514.30	385.40	632	1736	154	Trial: 154
18AW12	NONE	519.40	383.80	1748	2078	154	Trial: 154
18AW12	NONE	499.70	386.20	7	1909	155	Trial: 155
18AW12	NONE	511.60	389.70	1918	2088	155	Trial: 155
18AW12	NONE	521.30	388.30	7	2080	156	Trial: 156
18AW12	NONE	520.70	401.10	7	281	157	Trial: 157
18AW12	NONE	511.20	393.90	290	479	157	Trial: 157
18AW12	NONE	513.10	384.50	486	986	157	Trial: 157
18AW12	NONE	519.90	374.90	994	1695	157	Trial: 157
18AW12	NONE	552.30	377.40	1714	1828	157	Trial: 157
18AW12	NONE	521.10	376.90	1845	2078	157	Trial: 157
18AW12	NONE	520.10	387.70	7	318	158	Trial: 158
18AW12	NONE	511.40	386.00	328	802	158	Trial: 158
18AW12	NONE	515.90	390.60	811	1980	158	Trial: 158
18AW12	NONE	530.80	391.00	1993	2082	158	Trial: 158
18AW12	NONE	505.30	390.40	7	520	159	Trial: 159
18AW12	NONE	514.70	387.60	530	774	159	Trial: 159
18AW12	NONE	496.60	399.00	788	1006	159	Trial: 159
18AW12	NONE	513.40	402.10	1021	1891	159	Trial: 159
18AW12	NONE	500.70	292.70	1935	2078	159	Trial: 159
18AW12	NONE	516.70	385.20	7	1592	160	Trial: 160
18AW12	NONE	538.00	393.30	1612	2091	160	Trial: 160
18AW12	NONE	511.60	386.10	7	1706	161	Trial: 161
18AW12	NONE	496.80	380.30	1717	1847	161	Trial: 161
18AW12	NONE	501.70	383.50	1858	2088	161	Trial: 161
18AW12	NONE	506.40	391.50	7	384	162	Trial: 162
18AW12	NONE	517.00	385.80	393	2078	162	Trial: 162
18AW12	NONE	544.30	384.80	7	194	163	Trial: 163
18AW12	NONE	510.20	382.90	211	2085	163	Trial: 163
18AW12	NONE	506.20	379.50	7	2083	164	Trial: 164
18AW12	NONE	507.90	386.60	7	2085	165	Trial: 165
18AW12	NONE	506.40	387.00	7	1873	166	Trial: 166
18AW12	NONE	518.90	387.50	1885	2077	166	Trial: 166
18AW12	NONE	512.00	386.70	7	295	167	Trial: 167
18AW12	NONE	517.00	390.10	303	2082	167	Trial: 167
18AW12	NONE	510.70	387.70	7	1842	168	Trial: 168
18AW12	NONE	514.50	388.80	1850	2078	168	Trial: 168
18AW12	NONE	519.20	389.20	7	2079	169	Trial: 169
18AW12	NONE	510.90	382.80	7	373	170	Trial: 170
18AW12	NONE	519.40	376.10	385	2084	170	Trial: 170
18AW12	NONE	515.40	385.70	7	631	171	Trial: 171
18AW12	NONE	533.50	384.40	645	1669	171	Trial: 171
18AW12	NONE	528.50	383.90	1678	2079	171	Trial: 171
18AW12	NONE	513.80	378.20	7	290	172	Trial: 172
18AW12	NONE	511.60	378.00	298	1381	172	Trial: 172
18AW12	NONE	490.60	404.00	1393	1564	172	Trial: 172
18AW12	NONE	474.80	420.50	1575	1764	172	Trial: 172
18AW12	NONE	511.50	388.20	1784	2084	172	Trial: 172
18AW12	NONE	514.20	387.70	7	372	173	Trial: 173
18AW12	NONE	508.60	386.20	379	2078	173	Trial: 173
18AW12	NONE	501.70	389.20	7	343	174	Trial: 174
18AW12	NONE	496.90	395.10	356	1804	174	Trial: 174
18AW12	NONE	507.30	389.50	1817	2064	174	Trial: 174
18AW12	NONE	512.50	380.40	7	315	175	Trial: 175
18AW12	NONE	502.80	383.10	322	1959	175	Trial: 175
18AW12	NONE	504.20	377.10	1973	2079	175	Trial: 175
18AW12	NONE	505.30	378.20	7	80	176	Trial: 176
18AW12	NONE	540.40	384.10	97	238	176	Trial: 176
18AW12	NONE	516.70	384.80	250	675	176	Trial: 176
18AW12	NONE	504.60	386.50	684	914	176	Trial: 176
18AW12	NONE	517.10	376.30	928	1664	176	Trial: 176
18AW12	NONE	496.40	378.70	1680	1845	176	Trial: 176
18AW12	NONE	513.50	382.60	1862	2073	176	Trial: 176
18AW12	NONE	508.90	392.90	7	650	177	Trial: 177
18AW12	NONE	535.70	388.60	667	1681	177	Trial: 177
18AW12	NONE	517.30	393.80	1695	1837	177	Trial: 177
18AW12	NONE	530.40	393.20	1853	2078	177	Trial: 177
18AW12	NONE	508.80	387.70	7	556	178	Trial: 178
18AW12	NONE	512.80	387.70	569	2095	178	Trial: 178
18AW12	NONE	517.10	390.70	7	1972	179	Trial: 179
18AW12	NONE	539.20	385.20	1994	2078	179	Trial: 179
18AW12	NONE	519.10	393.60	7	2093	180	Trial: 180
